user,pred_ns,ground_truth_x,common_items,pred_no_ns,items_in_ns_not_in_noNs,items_in_noNs_not_in_ns,ns_higher_ranked,noNs_higher_ranked
1863,"[3829, 424, 4393, 1960, 3405, 1828, 736, 914, 3812, 637]","[1685, 316, 4440, 3054, 3094, 511, 2398, 473]",[],"[518, 501, 2433, 2804, 1672, 509, 1906, 523, 513, 3396, 1456, 511, 1428, 1907, 3140, 512, 2437, 2797, 1018, 2399]","[736, 3812, 1828, 424, 4393, 1960, 3405, 914, 3829, 637]","[512, 2433, 513, 2437, 518, 1672, 523, 1428, 1456, 3396, 3140, 2399, 2797, 1906, 1907, 2804, 501, 1018, 509, 511]",[],[]
353,"[3887, 1702, 3900, 365, 1272, 1534, 967, 898, 2324, 863]","[1176, 2886, 878, 1004, 3246]",[],"[613, 892, 1519, 893, 609, 1754, 616, 1009, 2886, 1004, 896, 881, 596, 593, 939, 1005, 1010, 874, 841, 1015]","[898, 1702, 967, 365, 3887, 2324, 1272, 3900, 1534, 863]","[896, 939, 2886, 841, 593, 596, 1754, 609, 613, 616, 874, 1004, 1005, 1519, 1009, 881, 1010, 1015, 892, 893]",[],[]
464,"[368, 2886, 3576, 4093, 679, 131, 1498, 1605, 4160, 3345]","[731, 3573, 861, 1369, 324, 327, 2830, 11]",[],"[1014, 297, 2853, 315, 1111, 3031, 1, 90, 1982, 81, 1118, 22, 600, 2126, 1247, 327, 1361, 93, 2014, 80]","[4160, 131, 1605, 2886, 679, 368, 3345, 3576, 1498, 4093]","[1, 22, 2853, 297, 315, 1982, 327, 2126, 80, 81, 1361, 3031, 600, 1111, 90, 93, 2014, 1247, 1118, 1014]",[],[]
1249,"[1592, 623, 2555, 639, 2745, 2541, 4024, 2295, 2834, 4352]","[1905, 204, 828, 2121, 753, 778]",[2295],"[298, 778, 685, 302, 307, 900, 2342, 682, 308, 299, 784, 1221, 684, 285, 2295, 731, 780, 292, 303, 169]","[4352, 1592, 2541, 623, 2834, 4024, 2745, 2555, 639]","[900, 778, 780, 784, 285, 292, 2342, 169, 298, 682, 299, 685, 302, 684, 303, 307, 308, 1221, 731]",[2295],[]
34,"[4305, 2598, 3243, 1693, 60, 29, 2630, 2226, 3894, 380]","[816, 820, 359]",[],"[832, 372, 547, 2938, 1959, 544, 440, 1014, 1608, 110, 847, 116, 2130, 715, 2025, 130, 530, 2131, 828, 1607]","[2630, 2598, 1693, 3243, 60, 4305, 2226, 3894, 380, 29]","[130, 530, 544, 547, 1959, 440, 828, 832, 1607, 1608, 715, 847, 2130, 2131, 2025, 110, 372, 116, 1014, 2938]",[],[]
1803,"[2397, 113, 1271, 2627, 1400, 874, 2474, 1506, 3110, 514]","[298, 2230, 3174, 1428, 609, 433, 540]",[],"[616, 309, 892, 612, 2271, 299, 511, 1758, 540, 318, 504, 509, 534, 312, 1118, 325, 603, 17, 338, 1526]","[514, 1506, 2627, 3110, 874, 2474, 113, 1271, 1400, 2397]","[17, 534, 540, 299, 309, 312, 318, 325, 338, 603, 1758, 1118, 2271, 612, 616, 1526, 504, 892, 509, 511]",[],[]
1561,"[990, 1087, 52, 202, 3845, 3269, 2920, 774, 3494, 4451]","[778, 793, 512, 245, 4, 2085]",[],"[1270, 338, 334, 1995, 655, 926, 210, 226, 1393, 209, 2085, 2410, 4, 1401, 1223, 475, 335, 2066, 3385, 2701]","[4451, 3269, 3845, 774, 2920, 3494, 202, 52, 990, 1087]","[4, 2701, 655, 2066, 926, 2085, 3385, 1223, 1995, 334, 335, 209, 338, 210, 475, 226, 2410, 1393, 1270, 1401]",[],[]
190,"[3045, 303, 3400, 7, 4432, 1804, 3769, 3887, 90, 1018]","[603, 807, 1324, 1518, 1760, 2464, 2462, 1265, 374, 532]",[],"[876, 446, 1875, 532, 1520, 612, 892, 502, 8, 526, 894, 803, 530, 890, 10, 1536, 599, 592, 611, 1767]","[3045, 90, 7, 3400, 1804, 303, 4432, 3887, 3769, 1018]","[1536, 8, 10, 526, 530, 532, 803, 446, 592, 1875, 599, 611, 612, 1767, 876, 1520, 502, 890, 892, 894]",[],[]
260,"[3736, 2812, 772, 285, 1905, 2783, 3834, 1181, 3090, 25]","[2872, 2582, 2746, 794]",[],"[794, 1695, 512, 2469, 518, 2399, 1466, 1462, 1019, 1468, 3136, 1220, 1906, 3140, 2746, 1572, 302, 501, 509, 792]","[285, 772, 1905, 3090, 3736, 25, 3834, 2812, 1181, 2783]","[512, 518, 792, 794, 1695, 1572, 2469, 302, 1462, 1466, 2746, 1468, 3136, 1220, 3140, 2399, 1906, 501, 1019, 509]",[],[]
472,"[3291, 2458, 135, 1901, 2641, 3455, 3104, 990, 1270, 3733]","[1522, 1182, 1094, 297, 1089, 3580]",[],"[681, 328, 674, 182, 827, 685, 482, 338, 682, 783, 796, 284, 333, 778, 784, 672, 1165, 2529, 249, 342]","[3104, 135, 1901, 2641, 3733, 1270, 2458, 3291, 990, 3455]","[778, 1165, 783, 784, 796, 284, 672, 674, 681, 682, 685, 182, 827, 328, 333, 338, 342, 2529, 482, 249]",[],[]
1477,"[3887, 2872, 1652, 3058, 2337, 1581, 39, 438, 642, 805]","[246, 1645, 1630, 2020]",[],"[1489, 388, 126, 2024, 1996, 249, 371, 109, 2033, 1634, 2445, 430, 419, 90, 2428, 545, 251, 576, 118, 1053]","[2337, 642, 805, 39, 1581, 3887, 3058, 1652, 438, 2872]","[388, 2445, 1053, 545, 419, 430, 576, 1996, 1489, 90, 1634, 2024, 109, 2033, 371, 118, 249, 251, 2428, 126]",[],[]
1419,"[3164, 4393, 2136, 254, 4292, 3066, 2218, 1298, 222, 604]","[247, 2071, 4318, 997, 113, 828, 1193, 248]",[],"[249, 997, 242, 624, 635, 1921, 543, 1410, 827, 248, 723, 1995, 118, 251, 2104, 1320, 909, 2000, 1796, 1522]","[4292, 4393, 2218, 1298, 254, 2136, 3066, 3164, 222, 604]","[1921, 1410, 1796, 909, 543, 1320, 2104, 827, 1995, 2000, 723, 997, 251, 624, 242, 1522, 118, 248, 249, 635]",[],[]
361,"[911, 696, 73, 394, 2802, 3606, 2871, 1247, 2798, 2872]","[1045, 152, 925, 1628, 135, 3272, 1385]",[],"[1385, 2165, 164, 2277, 430, 426, 161, 135, 3272, 3683, 1033, 638, 419, 2648, 4037, 1852, 245, 632, 919, 41]","[73, 394, 2798, 911, 696, 2802, 3606, 2871, 2872, 1247]","[135, 1033, 919, 161, 419, 164, 41, 426, 430, 1852, 4037, 3272, 2648, 3683, 2277, 1385, 2165, 245, 632, 638]",[],[]
331,"[3951, 4102, 4059, 4031, 347, 3003, 4432, 3266, 1346, 1172]","[344, 1276, 2061, 164, 146]",[],"[962, 180, 672, 274, 187, 181, 333, 2644, 164, 2643, 963, 952, 342, 498, 589, 827, 218, 1340, 685, 1276]","[3266, 1346, 4059, 4102, 3951, 4432, 347, 1172, 3003, 4031]","[274, 672, 164, 685, 180, 181, 952, 187, 827, 1340, 962, 963, 333, 589, 2643, 2644, 342, 218, 498, 1276]",[],[]
1145,"[1402, 632, 618, 1776, 693, 1235, 2756, 440, 2315, 3966]","[337, 312, 2121, 4254, 1526, 338]",[],"[298, 338, 313, 324, 93, 784, 522, 711, 446, 1632, 300, 1372, 303, 2295, 731, 337, 2462, 1874, 1722, 2121]","[2756, 618, 2315, 632, 1776, 1235, 693, 440, 1402, 3966]","[522, 784, 2462, 298, 300, 303, 313, 1722, 446, 324, 711, 2121, 337, 338, 1874, 731, 1372, 93, 1632, 2295]",[],[]
977,"[1866, 1649, 3046, 2083, 1101, 277, 1767, 1262, 1135, 47]","[2071, 2133, 504, 1193, 372, 4163, 216, 923, 4071, 3884]",[],"[923, 504, 803, 1306, 2013, 2104, 2071, 216, 309, 442, 2748, 1023, 2752, 1754, 337, 2068, 2588, 2758, 2756, 2485]","[2083, 3046, 1767, 1866, 1101, 1262, 1135, 47, 1649, 277]","[2068, 2071, 1306, 923, 2588, 803, 309, 2485, 2104, 442, 2748, 2752, 2756, 2758, 337, 216, 1754, 2013, 504, 1023]",[],[]
1563,"[3164, 254, 2719, 2313, 2937, 1898, 584, 3687, 3598, 1657]","[37, 1703, 2964, 1304, 1634, 3391, 3480]",[],"[392, 460, 38, 382, 388, 40, 1199, 437, 1130, 126, 1113, 1682, 130, 1059, 37, 1302, 1065, 118, 769, 2393]","[2937, 3687, 584, 2313, 1898, 3598, 1657, 3164, 254, 2719]","[769, 130, 388, 392, 1682, 1302, 1059, 37, 38, 40, 1065, 1199, 437, 460, 2393, 1113, 1130, 118, 126, 382]",[],[]
4,"[748, 3081, 3712, 3884, 3669, 1501, 2332, 4173, 4099, 3285]","[142, 152, 143, 145, 138, 158, 159, 148, 160, 155, 135, 140, 162, 150, 136, 163, 134]",[],"[135, 142, 587, 148, 48, 152, 1450, 95, 1056, 2569, 1469, 136, 3273, 1206, 162, 368, 187, 3093, 1471, 2648]","[3712, 4099, 3081, 748, 3884, 4173, 3669, 3285, 2332, 1501]","[135, 136, 2569, 142, 148, 3093, 152, 1056, 162, 1450, 48, 1206, 187, 1469, 1471, 3273, 587, 2648, 95, 368]",[],[]
536,"[2465, 1505, 4017, 1764, 152, 1470, 2769, 4102, 138, 1854]","[310, 225, 2753, 337, 1237, 3183, 607]",[],"[2765, 337, 1092, 2753, 309, 341, 308, 685, 257, 797, 307, 431, 923, 825, 1895, 285, 2755, 975, 504, 2093]","[2465, 1505, 1764, 1470, 4102, 138, 4017, 2769, 152, 1854]","[257, 923, 285, 797, 685, 2093, 431, 307, 308, 309, 825, 2753, 2755, 1092, 2765, 975, 337, 341, 1895, 504]",[],[]
972,"[4393, 656, 3271, 3425, 3218, 1502, 1111, 4039, 588, 1264]","[620, 1292, 4169, 376, 545, 2134, 2131, 1067, 3379]",[],"[141, 393, 346, 545, 136, 126, 1967, 546, 804, 127, 370, 116, 933, 1306, 348, 2746, 4334, 216, 1702, 808]","[3425, 4039, 3271, 4393, 588, 656, 1264, 3218, 1111, 1502]","[136, 393, 141, 1306, 545, 546, 804, 933, 1702, 808, 1967, 2746, 216, 346, 348, 4334, 370, 116, 126, 127]",[],[]
1395,"[1847, 4059, 1880, 516, 6, 2660, 3917, 1943, 3372, 4446]","[1873, 232, 97, 793, 1931, 788, 300]",[],"[793, 778, 673, 292, 779, 313, 324, 338, 307, 1221, 283, 783, 417, 1874, 436, 309, 249, 337, 1086, 86]","[2660, 516, 6, 3372, 3917, 1847, 1943, 1880, 4059, 4446]","[778, 779, 783, 793, 283, 673, 417, 292, 307, 436, 309, 313, 1086, 324, 1221, 337, 338, 1874, 86, 249]",[],[]
458,"[1366, 2912, 3879, 3473, 1379, 4157, 86, 2245, 1752, 3624]","[680, 90]",[],"[341, 334, 329, 1385, 2853, 90, 1322, 446, 1109, 2366, 49, 297, 1315, 1992, 339, 4062, 2457, 925, 717, 332]","[2912, 1379, 2245, 3879, 3624, 3473, 1366, 86, 1752, 4157]","[2457, 925, 1315, 2853, 297, 1322, 49, 446, 2366, 1992, 329, 332, 717, 334, 339, 341, 1109, 90, 4062, 1385]",[],[]
1039,"[3256, 578, 206, 666, 1172, 2458, 2652, 707, 3241, 3644]","[486, 278, 1550, 655, 1775, 3641, 151]",[],"[655, 335, 2300, 151, 98, 976, 2053, 945, 168, 491, 1450, 3641, 1175, 587, 687, 271, 1469, 1629, 279, 951]","[578, 707, 3241, 206, 1172, 666, 3256, 2458, 2652, 3644]","[2053, 271, 655, 151, 1175, 279, 168, 1450, 687, 945, 951, 3641, 1469, 587, 335, 976, 1629, 98, 491, 2300]",[],[]
668,"[1475, 3567, 2675, 758, 4338, 3638, 2977, 1119, 3152, 510]","[2220, 1019, 2331, 338, 516, 304, 1823, 790, 504, 3727]",[],"[338, 1823, 504, 309, 786, 783, 778, 1019, 298, 302, 307, 304, 719, 303, 2438, 823, 516, 1231, 790, 1668]","[2977, 1475, 3567, 3152, 4338, 2675, 758, 3638, 510, 1119]","[1668, 516, 2438, 778, 783, 786, 790, 1823, 298, 302, 303, 304, 307, 309, 823, 719, 1231, 338, 504, 1019]",[],[]
1097,"[4393, 3029, 4266, 4131, 2694, 3528, 2068, 3298, 2477, 243]","[762, 3414, 67, 2554, 2148, 368, 2600, 648, 1096, 1189]",[],"[645, 1252, 53, 1117, 47, 67, 647, 736, 2303, 125, 695, 42, 64, 702, 52, 87, 703, 537, 658, 1650]","[3298, 4131, 2694, 3528, 4393, 4266, 2477, 243, 2068, 3029]","[645, 647, 658, 537, 42, 47, 52, 53, 695, 702, 703, 64, 67, 87, 1117, 736, 1252, 1650, 125, 2303]",[],[]
1813,"[1366, 2705, 2742, 635, 1002, 758, 366, 4419, 4255, 2896]","[1156, 687, 4050]",[],"[248, 823, 118, 1416, 937, 906, 261, 249, 2088, 109, 239, 723, 1143, 386, 84, 1669, 2977, 88, 430, 132]","[4419, 1002, 366, 2896, 2705, 2742, 1366, 758, 635, 4255]","[386, 132, 261, 1669, 1416, 906, 2977, 2088, 937, 430, 823, 723, 84, 88, 109, 239, 118, 1143, 248, 249]",[],[]
1885,"[2563, 4145, 4296, 2181, 3551, 1093, 4133, 3654, 1187, 2313]","[450, 1809, 2307, 4039, 448, 3696, 444, 1835, 939]",[],"[448, 393, 348, 890, 452, 1481, 1809, 939, 1523, 1842, 1843, 765, 1835, 3442, 3318, 444, 610, 2054, 974, 439]","[2563, 1187, 4133, 1093, 2181, 4296, 3654, 2313, 4145, 3551]","[2054, 393, 1809, 939, 1835, 1842, 1843, 439, 444, 448, 452, 1481, 974, 348, 610, 3442, 1523, 3318, 890, 765]",[],[]
467,"[301, 2136, 1458, 429, 335, 4148, 2700, 3064, 4393, 524]","[673, 327, 2572, 1107, 892, 3057, 1956, 3574, 2853]",[],"[93, 892, 101, 106, 444, 1193, 297, 530, 593, 67, 1014, 610, 1336, 734, 433, 896, 611, 596, 323, 1189]","[4393, 2700, 301, 429, 335, 524, 1458, 4148, 2136, 3064]","[896, 530, 1189, 1193, 297, 433, 1336, 444, 67, 323, 593, 596, 93, 734, 610, 611, 101, 106, 1014, 892]",[],[]
1418,"[666, 2302, 491, 1476, 2542, 2141, 3677, 2300, 2836, 3794]","[164, 1790, 1094, 419, 177]",[],"[176, 181, 164, 587, 272, 201, 1393, 167, 275, 188, 328, 151, 180, 274, 961, 496, 1094, 1342, 966, 1648]","[1476, 491, 2542, 3794, 2836, 2141, 666, 2300, 3677, 2302]","[272, 274, 275, 151, 164, 167, 176, 180, 181, 188, 1342, 961, 1094, 966, 328, 201, 587, 496, 1393, 1648]",[],[]
1009,"[4390, 1852, 1794, 276, 592, 204, 4060, 1946, 3003, 991]","[3649, 1117, 118, 86, 854, 3619]",[],"[1117, 856, 694, 443, 861, 2391, 561, 1955, 101, 22, 702, 1169, 20, 38, 1111, 103, 2148, 50, 92, 94]","[1794, 4390, 1852, 204, 592, 276, 1946, 3003, 4060, 991]","[1169, 20, 22, 1955, 38, 561, 50, 694, 443, 702, 2391, 856, 1111, 92, 861, 94, 1117, 2148, 101, 103]",[],[]
1378,"[2982, 142, 702, 3801, 3301, 2726, 3774, 2178, 2136, 71]","[1093, 274, 176, 218]",[],"[1790, 272, 1047, 966, 218, 1043, 274, 167, 279, 2548, 173, 171, 682, 181, 686, 489, 1340, 958, 411, 962]","[2178, 3301, 2726, 2982, 71, 702, 142, 2136, 3801, 3774]","[272, 274, 1043, 1047, 279, 411, 167, 682, 171, 173, 686, 181, 1340, 958, 962, 966, 218, 489, 2548, 1790]",[],[]
205,"[1340, 276, 39, 2819, 1710, 172, 529, 688, 405, 1646]","[1540, 1608, 745, 123, 1258]",[],"[545, 2135, 452, 540, 248, 1608, 734, 372, 549, 617, 1607, 532, 2577, 799, 3470, 543, 2134, 2136, 1240, 453]","[2819, 39, 172, 1646, 1710, 688, 529, 276, 405, 1340]","[3470, 2577, 532, 540, 799, 543, 545, 549, 452, 453, 1607, 1608, 2134, 2135, 2136, 1240, 734, 617, 372, 248]",[],[]
200,"[3380, 3578, 1267, 1778, 209, 3480, 1430, 3798, 639, 1769]","[884, 1327, 2561, 2563]",[],"[884, 592, 890, 3250, 612, 729, 530, 2120, 2561, 614, 604, 595, 1331, 2679, 880, 882, 1779, 590, 3385, 878]","[1769, 209, 1778, 1267, 3380, 1430, 3798, 3480, 3578, 639]","[2561, 530, 3250, 1331, 3385, 2120, 590, 592, 595, 729, 604, 612, 614, 878, 880, 882, 1779, 884, 2679, 890]",[],[]
1888,"[1018, 1447, 3884, 1467, 3097, 3593, 3997, 1397, 341, 584]","[3325, 2367, 313, 86, 117, 3648, 717, 437, 703, 989]",[],"[125, 381, 731, 989, 348, 543, 703, 242, 251, 2558, 1109, 710, 549, 2157, 248, 1634, 824, 116, 624, 620]","[1447, 584, 3593, 3884, 1397, 341, 3097, 1018, 1467, 3997]","[543, 549, 824, 703, 710, 1109, 731, 348, 989, 1634, 620, 2157, 624, 242, 116, 125, 248, 251, 381, 2558]",[],[]
844,"[2028, 1059, 1914, 3464, 1945, 1515, 3486, 3819, 3884, 3308]","[1450, 529, 2464, 918, 1311, 1471, 1092, 1823, 3042, 2287, 372]",[],"[1023, 2609, 2570, 1306, 2698, 1092, 620, 2753, 3038, 2291, 2430, 2276, 1707, 1025, 436, 3174, 323, 923, 308, 1721]","[1059, 3464, 3819, 2028, 1515, 3884, 3308, 1945, 1914, 3486]","[1025, 2570, 2698, 1306, 923, 1707, 2609, 436, 308, 1721, 2753, 323, 1092, 3038, 2276, 3174, 620, 2291, 2430, 1023]",[],[]
134,"[1528, 2446, 998, 4307, 1109, 3906, 3268, 2040, 1906, 4430]","[2021, 75, 250, 1286]",[],"[131, 395, 2110, 2253, 126, 253, 114, 392, 258, 1426, 770, 373, 1559, 381, 128, 989, 118, 910, 371, 1921]","[3906, 3268, 998, 4430, 2446, 1906, 4307, 1109, 1528, 2040]","[128, 1921, 258, 131, 770, 392, 395, 910, 1426, 1559, 2110, 2253, 989, 114, 371, 373, 118, 253, 381, 126]",[],[]
1257,"[4383, 2941, 1274, 2950, 1544, 2855, 4110, 1507, 707, 143]","[683, 343, 672, 3637, 1780, 1995]",[],"[681, 341, 343, 495, 672, 339, 329, 1995, 1628, 328, 673, 965, 685, 676, 1053, 2093, 1064, 723, 980, 498]","[1507, 707, 2950, 2855, 1544, 4110, 143, 1274, 2941, 4383]","[1053, 672, 673, 676, 1064, 681, 685, 2093, 965, 328, 329, 1995, 339, 723, 341, 980, 343, 1628, 495, 498]",[],[]
1132,"[3193, 2388, 2082, 1113, 1235, 4006, 3214, 3444, 2379, 1501]","[1811, 534, 890, 2352, 2152, 3879, 993, 590]",[],"[80, 718, 86, 323, 1522, 593, 540, 444, 1306, 532, 93, 3376, 98, 101, 102, 1109, 1067, 725, 530, 591]","[1113, 2082, 4006, 2379, 3214, 1235, 2388, 3444, 3193, 1501]","[530, 532, 1306, 540, 1067, 3376, 444, 323, 718, 591, 80, 593, 1109, 86, 725, 93, 98, 101, 102, 1522]",[],[]
1617,"[3510, 1427, 1333, 3105, 907, 2804, 1796, 2797, 4198, 222]","[2059, 3351, 3251, 919, 946, 4478, 187, 141, 3706]",[],"[187, 281, 330, 4478, 3351, 3707, 3706, 2060, 1477, 161, 342, 141, 3251, 962, 980, 4405, 4459, 620, 3350, 153]","[3105, 1796, 4198, 907, 2797, 1427, 2804, 1333, 3510, 222]","[2060, 141, 3350, 3351, 153, 281, 161, 3251, 4405, 187, 962, 1477, 330, 980, 342, 4459, 620, 3706, 3707, 4478]",[],[]
1198,"[1661, 1296, 2855, 1724, 3692, 84, 2950, 1456, 2797, 3554]","[125, 624, 2151, 993, 1828]",[],"[438, 1522, 828, 543, 624, 910, 1410, 923, 242, 824, 930, 1306, 826, 415, 1309, 437, 823, 1481, 939, 353]","[3554, 2950, 2855, 3692, 2797, 1296, 1456, 84, 1724, 1661]","[1410, 910, 1306, 923, 1309, 543, 415, 930, 939, 437, 438, 823, 824, 826, 828, 1481, 353, 624, 1522, 242]",[],[]
777,"[4307, 749, 2625, 3059, 1390, 2972, 3172, 462, 4098, 215]","[2110, 1794, 4117, 75]",[],"[1199, 2768, 1748, 1741, 1730, 457, 1430, 1105, 478, 371, 3160, 2510, 80, 77, 49, 3387, 1732, 3121, 1132, 3204]","[2625, 4098, 3172, 749, 1390, 462, 4307, 3059, 215, 2972]","[3204, 1430, 1199, 49, 3121, 3387, 1730, 1732, 457, 1741, 2510, 77, 2768, 1105, 80, 1748, 3160, 478, 1132, 371]",[],[]
130,"[6, 3275, 3256, 2989, 1693, 374, 2433, 3128, 1815, 2583]","[1990, 1984, 1982, 324, 625]",[],"[2014, 853, 2853, 324, 81, 334, 266, 1982, 856, 280, 321, 402, 90, 730, 313, 327, 2559, 695, 1574, 2366]","[2433, 6, 3275, 1815, 2989, 374, 2583, 3256, 3128, 1693]","[266, 402, 280, 2853, 1574, 695, 313, 2366, 1982, 321, 324, 327, 334, 81, 853, 856, 90, 730, 2014, 2559]",[],[]
1143,"[446, 32, 4484, 2226, 3146, 2350, 1458, 1367, 1118, 371]","[2224, 3780, 1488, 3783, 2496, 3429, 2073]",[],"[381, 731, 127, 454, 2220, 1948, 4081, 1814, 2446, 440, 125, 126, 257, 826, 3585, 1224, 1634, 767, 1921, 1568]","[32, 4484, 446, 3146, 2350, 2226, 1458, 371, 1367, 1118]","[257, 1921, 3585, 2446, 767, 1814, 1948, 1568, 2220, 440, 826, 454, 1224, 731, 1634, 4081, 381, 125, 126, 127]",[],[]
375,"[728, 1195, 3885, 3200, 2754, 3099, 4135, 2353, 4246, 1790]","[452, 1656, 890, 1787, 3318]",[],"[890, 803, 540, 734, 216, 1306, 593, 611, 608, 613, 930, 836, 923, 93, 323, 726, 1519, 721, 616, 596]","[3200, 2754, 4135, 1195, 3885, 2353, 4246, 728, 3099, 1790]","[1306, 923, 540, 930, 803, 323, 836, 593, 721, 596, 726, 216, 93, 734, 608, 611, 613, 616, 1519, 890]",[],[]
365,"[4379, 1285, 2180, 1906, 2302, 2236, 503, 4084, 3110, 4040]","[1928, 711, 202, 308, 191, 573]",[],"[202, 271, 570, 181, 576, 827, 279, 176, 1948, 1629, 722, 1165, 572, 337, 2220, 308, 173, 151, 135, 1033]","[2180, 1285, 3110, 4040, 1906, 4084, 503, 4379, 2236, 2302]","[135, 1033, 1165, 271, 279, 151, 1948, 2220, 173, 176, 308, 181, 570, 827, 572, 576, 202, 337, 722, 1629]",[],[]
1658,"[4480, 3920, 3914, 2985, 1191, 626, 2150, 4331, 1967, 3695]","[81, 1916, 1801, 1255, 339, 1206]",[],"[49, 132, 2558, 649, 81, 101, 725, 624, 578, 329, 709, 109, 125, 239, 2554, 20, 90, 1669, 1761, 561]","[4480, 2150, 1191, 2985, 3914, 4331, 1967, 3920, 3695, 626]","[132, 1669, 649, 20, 49, 561, 578, 709, 329, 81, 725, 90, 1761, 101, 109, 239, 624, 2554, 125, 2558]",[],[]
1186,"[1536, 564, 2919, 2607, 4374, 2578, 660, 2651, 1882, 3852]","[589, 1391, 1898, 174, 960]",[],"[281, 589, 960, 186, 402, 181, 1898, 341, 587, 190, 582, 2740, 333, 168, 1048, 687, 1340, 673, 1644, 489]","[1536, 2919, 3852, 2607, 2578, 564, 660, 4374, 1882, 2651]","[402, 1048, 281, 673, 168, 687, 2740, 181, 186, 1340, 190, 960, 582, 587, 589, 333, 341, 489, 1898, 1644]",[],[]
642,"[3204, 2669, 2660, 1467, 3746, 2497, 3361, 4000, 131, 3091]","[581, 3766]",[],"[581, 65, 184, 402, 151, 168, 649, 50, 672, 176, 218, 334, 827, 181, 329, 345, 587, 274, 1393, 188]","[4000, 2497, 3746, 3361, 2660, 3204, 131, 2669, 3091, 1467]","[649, 402, 274, 151, 672, 168, 176, 50, 181, 184, 827, 188, 65, 581, 329, 587, 334, 345, 218, 1393]",[],[]
733,"[4393, 2500, 3945, 995, 77, 4411, 1575, 536, 2702, 3345]","[1450, 2836, 161, 162, 3004, 3104]",[],"[1450, 1056, 1471, 1477, 330, 180, 3148, 187, 957, 962, 4233, 692, 188, 1061, 160, 161, 3347, 1046, 2010, 3103]","[995, 2500, 1575, 4393, 3945, 77, 2702, 3345, 536, 4411]","[4233, 3347, 1046, 3103, 1056, 160, 161, 1061, 1450, 180, 692, 187, 188, 957, 1471, 962, 1477, 330, 3148, 2010]",[],[]
1264,"[3252, 2770, 1181, 36, 3763, 4307, 1151, 2792, 1125, 2]",[1529],[],"[1523, 890, 896, 1779, 452, 596, 1519, 892, 603, 836, 893, 591, 2375, 530, 930, 1812, 875, 886, 878, 876]","[2, 36, 1125, 2792, 2770, 3763, 3252, 4307, 1181, 1151]","[896, 530, 1812, 930, 452, 836, 2375, 591, 596, 603, 875, 876, 878, 1519, 1523, 1779, 886, 890, 892, 893]",[],[]
275,"[1369, 2127, 3125, 484, 399, 262, 1618, 1887, 2723, 3065]","[894, 875, 2538, 312, 877, 2158, 603, 1182, 1002, 896]",[],"[615, 608, 836, 803, 2886, 616, 843, 2158, 896, 2152, 879, 596, 515, 887, 603, 444, 1010, 1518, 1758, 2680]","[2723, 484, 262, 2127, 399, 1618, 3125, 1369, 3065, 1887]","[896, 515, 803, 444, 836, 2886, 843, 596, 603, 1758, 608, 615, 616, 2152, 2158, 879, 1518, 1010, 887, 2680]",[],[]
1866,"[4154, 1817, 2855, 4033, 4237, 2002, 494, 2723, 3752, 429]","[1223, 1780, 298]",[],"[309, 417, 298, 307, 230, 335, 292, 338, 1520, 803, 682, 1995, 672, 2746, 892, 778, 680, 283, 2582, 308]","[4033, 2723, 2855, 3752, 4237, 494, 429, 2002, 1817, 4154]","[778, 2582, 283, 672, 417, 803, 292, 680, 298, 682, 307, 308, 309, 2746, 1995, 335, 338, 230, 1520, 892]",[],[]
1179,"[4122, 292, 549, 2852, 1496, 620, 2696, 1497, 900, 3689]","[981, 186, 955, 201, 966, 3367, 1042]",[],"[966, 333, 186, 168, 151, 279, 181, 174, 342, 3539, 164, 589, 188, 582, 963, 201, 330, 184, 401, 587]","[900, 292, 549, 2852, 2696, 3689, 620, 1496, 1497, 4122]","[401, 279, 151, 164, 168, 174, 181, 184, 186, 188, 963, 966, 582, 201, 330, 587, 333, 589, 3539, 342]",[],[]
1162,"[4465, 659, 4147, 803, 24, 4360, 1314, 2577, 4265, 1413]","[98, 395, 261, 1133, 1684, 104, 419]",[],"[395, 1921, 109, 995, 1133, 261, 132, 430, 371, 387, 381, 2419, 76, 348, 270, 725, 1053, 202, 2110, 1691]","[1314, 803, 1413, 4360, 4265, 4465, 2577, 4147, 659, 24]","[1921, 387, 132, 261, 395, 270, 1691, 1053, 430, 2110, 202, 76, 725, 348, 995, 1133, 109, 371, 2419, 381]",[],[]
13,"[1962, 3021, 2816, 4312, 2595, 405, 497, 39, 45, 1064]","[152, 385, 126, 387, 391, 389, 384]",[],"[262, 2177, 252, 460, 80, 253, 118, 737, 453, 116, 38, 537, 1704, 933, 1489, 940, 735, 2423, 1065, 826]","[2816, 2595, 39, 1064, 1962, 3021, 45, 497, 405, 4312]","[2177, 262, 537, 933, 38, 1704, 1065, 940, 826, 453, 460, 80, 1489, 735, 737, 116, 118, 2423, 252, 253]",[],[]
598,"[1336, 3970, 3670, 2902, 3061, 752, 0, 104, 1635, 3051]","[2364, 3865, 3387, 1412, 3715, 748]",[],"[744, 467, 255, 1143, 242, 381, 937, 388, 731, 132, 371, 629, 86, 109, 3377, 1154, 717, 2916, 1067, 989]","[0, 3970, 1635, 104, 3051, 752, 3061, 2902, 3670, 1336]","[1154, 132, 388, 937, 1067, 3377, 717, 467, 86, 731, 989, 2916, 744, 109, 242, 371, 629, 1143, 381, 255]",[],[]
