users,items
116,231
682,191
719,4038
1876,1690
1273,2080
1528,2977
1157,468
1346,977
244,2058
1287,122
539,3122
1449,707
241,30
126,280
1061,3039
769,2867
621,432
683,543
900,3947
806,332
398,688
1391,256
435,911
1397,372
765,3398
1747,2286
1748,2055
1443,1781
1586,4022
460,893
1420,1000
1625,2348
1507,101
519,3263
726,1997
1018,2511
1508,2387
1030,2015
405,2015
1259,726
70,1356
301,2458
964,2150
1452,186
1642,107
487,880
327,285
1842,2343
251,105
11,313
1582,614
1226,631
1540,899
1853,3905
650,46
415,3439
524,2588
1578,3210
1107,3002
1456,2996
1873,324
1214,2712
1017,4235
1805,2186
1247,794
1350,3446
1812,132
1845,1758
779,1136
846,273
261,780
314,1099
915,1260
31,741
18,473
1461,373
444,2403
1301,3377
1416,301
769,612
599,2366
4,121
286,1899
668,885
871,3132
298,1384
223,691
387,579
1846,10
1031,521
1735,546
905,976
801,250
1748,686
1375,1194
145,403
599,3591
666,1047
401,3169
1609,257
1548,246
180,745
1548,575
942,2854
1725,704
1388,891
934,1537
457,439
176,646
1367,4228
302,927
117,202
1646,3281
953,643
1076,175
1121,4405
1464,4218
171,2331
1214,317
557,1651
1494,1810
1174,2880
1495,89
1724,342
1418,3806
503,961
918,189
457,734
1460,3116
1871,2977
1424,409
1431,320
211,1252
1098,642
1400,1309
477,304
37,837
939,991
1462,4139
137,2035
1271,758
1353,762
1161,3913
1192,3810
1016,1719
397,1780
1043,3915
814,2730
1111,3225
1339,1688
1279,724
1022,2686
344,2512
1784,995
1127,2796
26,664
644,42
952,364
594,444
1789,604
965,1629
148,735
929,2510
1364,3427
1473,1647
1404,2229
552,1093
1372,2166
1501,2697
1388,531
823,3032
280,1831
268,2912
843,119
506,897
229,582
1391,1321
1417,944
193,2503
114,1868
549,436
1113,3125
1833,1996
730,147
40,905
304,1171
1842,447
986,4100
531,899
340,175
694,952
1540,1000
847,550
1060,533
1619,1820
145,286
1660,797
1747,2292
709,599
788,2741
1369,54
322,1780
362,143
1552,2491
233,209
1030,322
1617,2522
1866,249
237,246
682,60
1258,250
1705,394
1283,938
991,385
1208,687
236,275
987,1188
1088,1068
75,70
1323,696
462,68
789,4140
1382,893
412,3430
921,1052
1503,423
1064,46
1383,1827
376,610
524,3594
1321,275
1743,827
431,2301
192,1222
1568,1535
1639,437
107,790
470,688
659,11
503,1341
366,588
1137,4348
338,3170
1145,708
379,195
1853,1248
891,3832
1010,82
647,2130
669,798
326,1233
1250,1527
1187,329
273,2684
99,87
460,9
1738,483
1433,609
243,2508
1479,1122
169,2318
1780,3103
1256,3779
239,524
754,4087
1579,4260
1540,625
33,621
1782,894
1406,4151
691,342
697,72
146,83
1599,1133
1790,4058
1291,2431
492,685
443,1891
1401,851
524,1748
1604,2666
1478,2222
1782,1886
586,996
241,23
146,2001
1322,1392
994,1495
1710,2167
1731,1704
1279,1806
755,2417
1874,1575
1564,3198
1607,2367
814,1006
1258,964
1613,962
181,500
130,1645
290,187
67,1308
1432,2376
1788,523
293,877
1560,91
286,953
1172,262
974,4313
1814,2833
1668,493
48,1003
1243,596
446,704
785,1985
1269,939
410,3425
926,660
1170,18
1547,87
136,340
1369,1253
53,353
488,2386
1838,911
713,2264
85,827
133,1034
1888,3444
1205,3477
1337,329
515,594
1593,342
941,3377
1396,787
1795,3366
1464,1316
508,902
791,2560
153,1049
1046,1087
278,1922
1462,2262
626,448
22,571
1679,2159
1408,1087
668,1886
1056,2074
1812,924
625,732
2,73
949,105
270,231
658,3032
367,971
504,53
1868,1552
123,1942
732,2824
1847,458
247,636
1439,832
410,15
131,841
578,906
598,581
159,2242
1266,209
1872,445
986,2816
1607,146
1840,1065
1832,1423
1765,1576
345,1676
1890,2158
233,672
1115,497
1073,1867
1270,2824
1808,479
906,960
92,68
724,346
79,1489
1802,5
1518,3837
1881,96
406,393
426,1080
811,298
703,1193
477,409
1661,579
461,1282
1326,583
1679,1325
81,1525
161,534
1285,917
778,4119
1407,2769
1517,3517
1052,2476
1369,102
1865,938
1155,3388
964,4312
1456,420
1478,128
605,3802
1663,3284
932,127
1586,2272
1653,583
103,1760
1449,313
1654,938
1697,2382
105,1776
903,2682
554,172
1023,1228
528,2738
1796,1305
880,3350
1706,300
710,1203
1781,744
239,1178
261,1570
1001,1401
1701,1068
205,570
1155,454
783,386
430,262
1424,188
583,3830
985,1635
1611,1866
50,1026
1274,1684
1255,183
391,90
75,1141
622,285
828,784
527,361
669,1225
1832,110
337,3159
135,263
1663,1949
1803,1474
543,2504
48,994
205,2587
926,1886
1461,320
1312,174
1078,2303
1304,3138
1474,147
638,320
545,3135
1418,1629
40,901
409,410
1514,2507
718,182
914,1286
160,1670
987,2891
1182,143
864,458
721,1314
1177,2690
1453,276
680,3466
1735,235
1885,2001
321,917
1426,250
1734,310
514,1844
1194,120
1855,573
88,1613
1739,1316
228,487
1814,998
732,927
515,516
573,889
823,1644
1608,244
1816,1565
1005,2444
936,1875
1490,4164
1511,146
1105,4396
1253,454
1339,911
501,682
1235,1349
688,3809
874,1521
485,1499
745,358
1508,1919
3,96
1269,4020
1399,259
100,1718
1096,1698
849,301
380,2729
676,967
233,1221
1326,165
103,533
1228,389
1177,2687
27,677
1408,55
262,703
1343,1557
355,1071
146,99
970,1383
1366,342
1642,145
1310,936
988,3121
1459,2034
489,785
671,2404
1214,4013
1836,3448
1140,1532
1795,1957
1253,246
474,719
1471,2412
1505,278
525,1470
219,2651
1759,4131
226,971
47,175
889,297
362,2842
827,1317
987,931
75,471
333,219
104,1719
1315,96
1327,206
973,1975
1672,493
336,133
585,1151
933,219
1738,2514
468,541
962,253
368,2288
1392,3700
1249,173
1519,437
623,2841
978,2280
1575,68
293,97
163,544
144,2089
157,2217
176,660
1567,1810
1572,1234
513,2546
396,1252
1318,1095
1784,911
852,160
1611,2109
293,2323
1441,432
1436,2399
1654,1523
103,594
697,2473
258,704
1028,4357
1726,998
891,827
27,181
1572,1696
1211,2005
11,318
1075,170
992,2476
1726,4484
217,2067
751,902
409,3082
1549,282
158,2221
780,299
1332,2946
1130,1068
451,431
683,1786
1246,2090
885,3200
1464,2422
573,1544
348,1797
705,119
1332,331
1582,103
248,660
621,1093
1806,1918
994,4301
611,2884
109,1824
1038,2643
1022,3687
1018,1273
876,3376
974,382
1123,45
897,625
603,535
1599,527
984,930
651,1367
1670,4365
204,541
625,785
837,550
1129,760
1408,312
31,729
855,3183
1016,103
61,107
1721,98
1597,2264
419,1521
310,415
1878,599
821,2031
1459,2633
1815,2148
509,2309
829,1307
103,1172
1010,438
606,1619
750,505
1623,45
1834,1490
1316,345
534,83
1778,1989
799,2929
1843,4265
1649,199
1814,1142
714,240
1378,2498
470,1630
1814,1176
186,368
631,3084
1061,514
1877,2522
858,3077
399,50
1661,2704
1427,582
872,240
1641,2356
1489,1222
819,2104
1782,1190
791,2772
174,2035
1548,938
870,546
826,50
1590,1123
1426,1000
1061,3177
1147,115
1540,2970
62,1214
1845,3449
1455,299
367,3302
1671,2169
1708,3499
890,712
1853,6
799,408
1198,924
1864,1020
1018,3398
1424,2853
1471,316
939,583
756,285
1856,582
1440,588
833,510
854,2041
1218,638
784,3729
1430,2011
372,258
1459,558
1171,2295
1519,2610
957,3760
1657,1047
1088,1523
1491,1630
1555,1142
1259,3378
1446,343
848,396
10,292
488,1248
709,505
260,2320
240,826
879,489
1792,1362
355,1620
471,2063
1624,1393
1588,4075
1854,202
459,2086
1446,1339
942,1537
934,2275
739,2982
732,2305
401,3400
1416,4385
1307,2628
1106,2296
1788,339
521,3324
1665,320
1313,3077
633,1402
392,1557
1381,496
880,3809
328,3142
1768,3824
1627,2587
61,594
1096,355
1419,1049
988,1373
218,1866
695,175
1326,2145
149,324
2,77
293,94
1240,231
1031,505
312,105
530,910
557,3235
1525,1299
999,2957
1410,2288
1171,931
1523,3176
1173,3222
878,1988
15,402
1634,319
362,3277
1856,1317
1574,2434
868,421
459,341
874,838
1606,107
95,1426
558,402
938,2823
674,1282
778,1728
1753,2681
857,4208
294,2614
398,499
701,311
24,4
1194,254
221,373
1143,3220
1211,390
1142,316
150,1250
519,333
671,1303
73,1394
1622,930
801,182
1401,1248
1234,675
1240,683
1131,115
1825,625
429,594
1245,1668
622,1577
237,2149
99,1478
1032,963
463,3570
1606,1838
719,1849
135,759
1727,3620
1820,342
1548,4158
180,734
1036,1093
1470,427
1293,3325
911,757
1592,185
559,3778
565,3748
1031,544
1628,1980
1726,1152
1756,2000
829,4098
1777,437
1401,2198
1370,2618
1139,1034
301,3055
913,3868
1624,165
1014,1281
1544,1347
871,781
1637,1892
334,231
1343,4284
271,1661
1775,501
646,2586
1717,3900
1364,1297
1323,2707
935,339
587,960
1615,1386
305,2293
435,1674
1643,276
1043,1567
460,891
526,2213
1888,3778
1586,1874
422,63
1618,826
1170,846
487,1788
1558,1346
1234,785
938,88
697,308
943,163
1635,951
1644,343
1409,432
882,1371
1834,2604
1857,682
1746,3129
1834,258
1499,4150
1826,664
611,46
512,1802
901,3257
111,641
731,1746
606,2011
1462,331
1558,3279
1588,4321
101,814
1853,699
1411,681
350,895
442,673
1087,3021
511,3659
939,2067
1227,1909
1830,52
1502,583
1885,2025
1178,4106
1046,2934
1711,238
1296,1627
1135,54
209,2428
417,1176
856,637
935,3784
1272,120
1003,90
898,464
1034,3557
153,2169
157,2214
285,1118
1318,183
173,2352
631,2431
470,2574
1171,4425
287,2304
261,310
1558,1341
1337,346
180,305
439,1872
1309,2614
187,1708
606,320
1259,627
1058,1466
558,1339
624,1580
1723,205
1098,107
5,165
12,341
925,1935
1264,1011
711,664
16,346
635,942
32,760
657,3349
1061,1815
944,1263
1423,65
1701,637
1392,325
861,1797
1394,2452
463,582
511,2887
331,967
71,100
1261,30
75,1430
1876,1239
691,432
392,1293
750,210
103,1761
1732,2833
1178,1482
951,4066
1693,916
1211,983
1526,333
1737,208
500,1375
1702,1114
629,804
1606,3643
1319,2090
1063,659
507,3645
1138,493
1227,547
1196,1585
1790,2896
1004,3614
1394,2674
712,447
1778,211
53,1057
609,55
344,3199
248,45
1735,3894
1151,1569
1148,2777
1010,46
204,2158
1091,3069
1003,3110
1590,3431
1530,2077
218,958
135,934
1304,476
1702,2819
1639,110
110,369
386,342
754,950
698,1824
482,3599
838,3324
1283,263
764,2007
1527,1426
38,868
681,970
1720,773
1417,673
1869,2090
578,177
479,133
1201,3118
1510,3108
375,2754
1354,3477
872,3258
1484,83
1472,545
1814,2600
1837,2741
308,578
735,3076
1379,690
744,1810
298,66
1042,276
968,968
1890,252
595,2522
988,298
1578,4103
252,1519
1869,219
1401,862
60,1178
1415,2278
874,2681
477,1527
1616,688
861,4212
1355,2363
1542,829
382,55
1575,3110
1465,374
1718,626
1505,2064
444,2702
1153,103
3,100
1836,1129
1513,4282
1671,2388
1388,1523
161,1004
1639,126
1465,778
1139,66
1810,998
163,1194
181,2196
73,1409
531,1066
543,205
913,1499
1279,3021
1034,1048
1270,1461
575,1915
1009,981
921,1308
513,834
1008,934
520,421
166,1591
272,2934
719,4037
1652,1386
478,2443
1069,492
81,1183
1472,89
1238,2048
1649,2061
1713,2061
310,1892
1352,4372
1603,538
469,3576
537,681
211,2620
168,597
59,1162
1787,724
779,710
1514,2819
823,4170
1628,1345
1576,3007
493,2109
740,290
328,2084
331,3147
1391,639
1246,3207
217,1397
462,39
702,3882
263,2891
662,2827
189,544
962,718
529,1810
1481,886
695,3851
406,2882
1654,623
794,337
1416,3004
1612,622
290,3010
537,683
535,3531
193,2501
1193,233
794,1917
1352,934
170,1087
1425,687
1124,3927
219,153
815,690
769,1538
1774,1058
750,804
847,441
243,1762
1802,336
1239,745
218,2644
1583,2135
687,593
182,1758
306,334
1494,612
658,3756
533,1472
1517,2601
1725,427
1174,1207
1068,243
59,157
1038,1234
591,60
411,158
1023,2332
407,793
917,683
400,513
193,2498
283,175
690,890
1491,300
1362,107
1213,546
496,583
700,3987
1873,3835
1145,554
1638,2122
740,165
639,660
1450,964
1609,680
459,344
1061,309
560,1664
1739,4082
1574,980
1791,3907
164,447
688,3999
1255,682
932,370
892,87
1803,282
985,762
1179,1759
1540,257
236,1892
1476,1002
653,198
205,762
344,3196
500,3643
1827,674
977,437
1319,2611
938,2469
1874,2065
19,493
1873,2982
649,1336
855,324
1607,1760
458,1779
705,127
1467,4473
816,2487
907,389
896,107
1313,496
717,995
456,824
602,990
1034,183
1375,2813
458,1237
856,1439
600,1382
527,355
1351,3587
1764,2209
744,2985
1035,686
1317,584
1012,202
1333,1683
1113,650
961,1144
247,2028
968,942
1516,704
1357,736
927,1044
1737,250
406,2248
635,496
1035,250
475,3589
1386,2111
1105,636
923,2634
709,342
711,719
1115,278
437,3507
1556,1762
593,51
615,105
432,1698
732,303
1776,1683
683,1537
1013,4166
1431,250
62,1201
9,240
28,172
1222,631
748,479
553,1917
90,1644
1385,4200
858,1815
1280,431
354,3007
611,58
225,1541
1567,991
74,252
112,161
1696,2111
491,1695
1482,3491
1391,998
751,1996
830,147
1127,3514
1889,2557
595,1520
1163,1142
488,3249
1045,4040
738,335
768,707
460,886
1627,2076
1393,2304
1812,3331
1013,798
838,37
1164,704
168,454
8,229
825,3058
1495,87
1597,2908
1520,2090
712,209
1001,1394
1361,926
994,3193
763,533
1726,261
261,1550
1232,2025
1755,461
835,1679
1637,828
1277,461
303,897
1347,512
1805,1106
349,2438
1405,163
1833,420
780,321
171,2328
1303,1413
882,58
555,1810
1540,4243
1492,660
419,11
1052,1935
350,2474
1606,4374
286,673
1806,976
915,3130
1337,415
38,665
810,177
448,3539
331,3148
542,808
1358,2803
967,3177
850,142
1339,906
1245,4140
95,115
210,2350
184,1316
1120,592
793,51
1855,2282
1208,2205
962,2252
245,513
10,280
1679,609
115,103
1509,1336
214,1392
1863,859
385,3275
1788,1269
31,739
1418,640
952,1834
1770,1564
725,444
493,961
278,1636
521,267
1161,99
1455,32
1634,2947
1694,1141
1784,3635
1795,109
1768,3414
457,3519
1230,366
1047,325
1354,3716
1300,726
1081,42
661,2136
1138,152
1804,531
754,613
1071,58
1753,1659
731,2247
1763,767
238,2758
1233,505
1416,219
1352,3161
1208,2169
521,699
543,2
1632,2248
404,1074
229,50
721,554
1,55
543,505
579,621
164,784
90,711
663,546
912,296
7,201
911,703
715,1633
1482,650
774,730
844,858
1858,2669
264,891
1825,3110
403,249
368,2910
916,468
1751,4318
130,1227
1627,3341
831,3339
1206,2893
622,675
1559,3603
241,855
298,1451
1596,276
690,1520
484,293
211,43
596,903
1058,1026
1530,2403
1061,3176
1283,913
1586,3594
242,2778
404,513
1732,119
647,2932
1425,429
1593,3804
844,2148
1333,142
1530,158
1784,370
199,696
1657,3648
1607,877
1247,786
1209,544
423,550
1683,2158
497,684
388,673
1796,4353
1237,105
1153,311
1357,93
897,3516
396,1652
1008,1733
1079,2403
313,824
1296,2149
464,496
98,1711
653,287
1525,2111
301,1026
1118,538
1477,275
1042,490
783,1294
31,742
358,916
1884,2391
636,2932
27,673
908,117
34,791
926,646
1343,1922
1015,2643
920,1643
880,2237
492,217
533,331
1308,3709
434,3502
906,343
697,286
456,1044
564,1325
1809,927
1513,4281
1242,2787
887,996
421,966
1470,181
1678,3398
1411,88
703,4020
411,3429
1369,42
212,511
75,1440
652,3441
166,279
1772,416
64,660
826,702
1464,4450
1142,1683
1785,1691
1388,840
948,2169
89,219
1294,221
398,403
946,534
119,1908
436,3504
1342,1915
983,1499
212,2621
1297,401
592,541
1458,169
1395,452
1232,389
70,48
1672,942
782,2857
1261,870
498,3640
871,787
1507,3517
146,2096
358,1306
1468,1120
1037,285
1162,1620
963,2290
1614,1492
1610,538
1315,444
29,55
760,1162
401,2036
518,3214
1479,2729
623,1670
1395,849
1332,2075
1635,198
1237,4064
1041,2110
1762,394
1097,1002
940,3984
1357,4436
1393,4030
512,382
1552,2277
1713,162
601,172
1023,1745
454,621
884,2002
441,2635
519,2196
501,499
1587,3714
474,2112
830,3375
330,673
997,439
846,4192
890,781
520,99
988,857
579,3817
324,1670
1580,2693
1346,152
106,1402
542,1768
739,930
1562,412
1679,2154
556,595
722,2701
700,734
692,3297
1373,636
736,759
256,2849
1342,3886
1432,650
1280,3189
1456,1890
720,2153
28,693
1852,962
1703,2683
728,3122
1325,4064
297,1521
457,1068
1742,1271
196,169
938,3455
1105,4397
70,1119
327,2836
987,1777
1679,1010
891,118
962,2255
394,661
936,231
715,327
1878,1152
655,3149
883,1856
834,2883
562,83
1417,2614
212,2624
902,2956
1170,3979
1841,2948
1571,633
874,3763
72,964
474,1442
35,805
390,85
1590,3831
1166,4201
1471,746
1760,1779
1321,231
1791,4477
190,2457
162,142
1574,4371
810,165
595,432
241,869
315,1811
1578,571
863,866
1546,393
759,625
1561,1285
666,189
1473,168
582,769
1144,4417
1442,3925
815,677
626,3039
21,562
1407,3576
667,322
1180,168
1759,1309
908,759
134,2018
1241,719
1835,4366
331,673
422,655
311,181
1252,416
1829,382
26,669
1463,1143
588,1020
114,293
867,1420
1627,389
509,3021
1134,533
1632,3996
1006,42
714,1063
1528,900
972,3694
568,2555
829,2295
284,924
1575,4221
1748,3075
1767,2615
1421,3005
1167,183
321,538
1271,4334
1003,1426
156,1996
783,3024
1642,96
1401,3131
111,1841
1161,1685
789,2268
1283,259
191,609
1158,1843
1294,1369
62,1200
483,2252
96,83
403,1521
1478,254
1883,3922
1081,344
1752,3385
1292,3645
1665,298
1687,336
56,583
59,1164
1539,185
1768,2036
1548,905
1318,583
604,331
1175,1791
1010,53
951,3225
926,659
53,1063
1789,81
1872,542
398,963
117,1720
972,744
342,502
17,451
212,2625
1209,2600
895,299
138,83
61,1194
881,4236
466,1394
1010,2776
894,1209
1484,2006
448,3176
563,1316
1192,181
1306,338
1071,703
1698,1868
904,3399
1530,3950
1572,505
171,2116
809,727
1008,1731
695,2382
878,660
787,803
816,2749
266,300
705,990
1227,2034
485,1281
380,2031
1847,1740
1678,1662
248,93
1699,737
1344,2670
1569,2019
18,460
138,1382
859,848
1181,1041
231,1220
1518,3637
690,610
1420,2088
894,726
692,2296
432,240
687,617
689,745
768,876
1013,781
1068,1922
1512,683
1422,369
336,1245
1207,971
1782,1783
1520,280
1387,2642
879,1776
686,3996
671,1323
1816,516
1811,718
524,3501
1576,1900
1013,339
341,2754
1892,3661
1776,1181
811,3792
86,423
1845,1177
590,385
1842,826
498,106
1578,2284
322,1523
865,4219
812,275
1602,4030
357,1394
1118,49
1802,1544
1882,1810
545,1026
369,535
500,1553
551,272
650,56
1191,1416
886,164
575,1672
653,275
1678,217
1512,493
1478,990
441,2185
491,2439
942,1015
754,588
645,3863
1243,595
1777,1049
63,1234
1237,1306
152,1524
173,2356
709,2095
1843,3138
844,103
166,2216
1412,143
1739,335
1558,331
357,1899
573,2231
1590,385
25,626
711,1179
1822,2109
600,45
104,1770
25,618
653,2343
28,403
262,2879
256,483
443,203
1692,3178
1538,447
470,173
510,293
1696,1321
134,2010
1609,416
477,286
1204,1348
296,3033
40,903
627,493
596,587
1405,177
830,337
1046,273
1074,3845
1025,1649
1623,39
143,2080
1574,2476
468,533
3,39
778,3461
671,696
1793,154
373,192
371,2041
1290,21
1412,4424
1382,1523
304,1742
473,824
1668,1166
214,173
1219,1042
773,3494
867,394
715,689
410,137
1142,1506
1578,453
478,3590
468,1118
1636,588
1663,573
967,3512
1096,440
1043,3803
404,1087
260,967
1373,385
495,3634
1639,2429
816,3184
99,1715
90,1641
791,3236
1085,346
1302,4283
1158,453
1292,415
1022,4197
240,2092
1800,766
202,886
1020,732
354,1759
998,3028
197,1357
1622,198
8,236
25,619
1516,1943
90,725
671,1141
861,2607
796,373
1754,4351
1527,913
1140,891
261,2872
648,3490
1088,916
1645,1620
1733,1450
1726,2604
304,316
1002,2544
982,572
1732,261
1500,2278
139,189
951,3815
965,1426
1809,738
6,170
423,625
1384,588
1238,111
1390,759
120,235
1619,4045
1458,729
1076,1093
1098,392
84,401
932,253
981,4013
1878,3919
1422,2986
38,870
186,637
955,1538
1749,2505
772,1093
864,814
1072,3479
1600,314
1433,1190
1779,461
31,630
1873,319
823,2085
711,322
45,283
942,3031
885,1841
123,339
979,684
1774,1057
1051,441
365,1222
1712,388
890,304
1604,3656
708,3523
316,2730
1145,1865
1721,784
834,963
771,247
1823,3738
951,4104
941,2522
1019,134
1176,299
667,2127
23,83
1784,45
1088,719
823,2443
458,349
425,320
66,383
480,1992
937,2055
1611,824
1548,828
252,2826
130,1981
1155,1960
728,475
881,3046
642,334
197,893
479,724
805,1017
1497,2876
827,1115
875,865
1717,1224
1708,2670
1566,1776
24,605
1595,1067
878,2041
961,267
1406,316
956,3033
1082,1426
1228,370
1764,4363
1333,110
672,3067
83,1544
730,2456
1776,621
432,117
1685,361
1179,518
1192,189
895,976
1646,2506
1437,571
685,231
1083,177
1666,938
608,187
1004,66
998,2459
1332,2943
564,532
1715,324
774,592
1315,1604
1293,2065
1712,1824
310,2104
1293,344
1050,3410
450,1256
211,636
710,2036
1012,574
1142,1502
850,3348
269,2925
678,2067
749,91
364,181
506,449
1043,762
392,250
1673,347
1432,461
1115,2527
1003,1068
48,995
1358,4401
1000,2486
230,2547
161,2271
1516,2191
332,296
1358,1668
1134,3183
1040,1049
138,1833
596,338
570,1779
1182,1402
1806,1171
402,88
1136,304
63,1230
485,3608
1149,173
510,785
1847,38
1486,346
1367,499
1579,3389
1034,496
1728,4206
266,1879
241,2771
26,653
250,2822
249,1573
1077,187
647,3674
1716,538
849,339
1716,652
1212,719
279,2974
1490,3516
1477,205
238,2751
1364,162
768,927
1527,3164
1765,2284
1727,1451
620,343
459,39
1228,4254
534,1386
380,2382
735,1555
876,724
1507,1517
723,1740
101,1732
1058,4376
1774,345
1298,2689
1333,1749
1694,1441
324,250
1181,1337
1371,3759
1557,3076
648,3335
552,334
1531,385
928,339
845,826
631,1159
1576,1605
732,3226
1876,634
367,303
743,550
639,664
1716,3940
891,1427
1168,1729
70,445
24,613
787,2285
1013,308
1880,1299
406,125
192,299
1040,337
356,930
604,1110
117,325
1690,1202
890,1152
1753,620
729,1285
1691,1041
1426,2072
411,1212
1660,418
1186,961
1456,1996
750,1401
550,323
1115,967
19,488
914,154
367,720
1056,917
884,1815
1763,213
137,708
1656,938
367,707
456,3082
923,1593
1859,280
1650,3317
1017,2471
146,2093
811,47
330,2618
726,88
795,502
933,584
