user,pred_no_ns,ground_truth,common_items,common_len,gt_len,common_len/K,not_in_pred,not_in_pred_len,not_in_pred_len/K,not_in_gt,not_in_gt_len,not_in_gt_len/K,not_in_pred/GT,common_len/GT
130,[2014  853 2853  324   81  334  266 1982  856  280],"[1990, 1984, 1982, 324, 625]","[324, 1982]",2,5,0.2,"[1990, 1984, 625]",3,0.3,"[2014, 853, 2853, 81, 334, 266, 856, 280]",8,0.8,0.6,0.4
1143,[ 381  731  127  454 2220 1948 4081 1814 2446  440],"[2224, 3780, 1488, 3783, 2496, 3429, 2073]",[],0,7,0.0,"[2224, 3780, 1488, 3783, 2496, 3429, 2073]",7,0.7,"[381, 731, 127, 454, 2220, 1948, 4081, 1814, 2446, 440]",10,1.0,1.0,0.0
375,[ 890  803  540  734  216 1306  593  611  608  613],"[452, 1656, 890, 1787, 3318]",[890],1,5,0.1,"[452, 1656, 1787, 3318]",4,0.4,"[803, 540, 734, 216, 1306, 593, 611, 608, 613]",9,0.9,0.8,0.2
365,[ 202  271  570  181  576  827  279  176 1948 1629],"[1928, 711, 202, 308, 191, 573]",[202],1,6,0.1,"[1928, 711, 308, 191, 573]",5,0.5,"[271, 570, 181, 576, 827, 279, 176, 1948, 1629]",9,0.9,0.8333333333333334,0.16666666666666666
1658,[  49  132 2558  649   81  101  725  624  578  329],"[81, 1916, 1801, 1255, 339, 1206]",[81],1,6,0.1,"[1916, 1801, 1255, 339, 1206]",5,0.5,"[49, 132, 2558, 649, 101, 725, 624, 578, 329]",9,0.9,0.8333333333333334,0.16666666666666666
1186,[ 281  589  960  186  402  181 1898  341  587  190],"[589, 1391, 1898, 174, 960]","[960, 1898, 589]",3,5,0.3,"[1391, 174]",2,0.2,"[281, 186, 402, 181, 341, 587, 190]",7,0.7,0.4,0.6
642,[581  65 184 402 151 168 649  50 672 176],"[581, 3766]",[581],1,2,0.1,[3766],1,0.1,"[65, 184, 402, 151, 168, 649, 50, 672, 176]",9,0.9,0.5,0.5
733,[1450 1056 1471 1477  330  180 3148  187  957  962],"[1450, 2836, 161, 162, 3004, 3104]",[1450],1,6,0.1,"[2836, 161, 162, 3004, 3104]",5,0.5,"[1056, 1471, 1477, 330, 180, 3148, 187, 957, 962]",9,0.9,0.8333333333333334,0.16666666666666666
1264,[1523  890  896 1779  452  596 1519  892  603  836],[1529],[],0,1,0.0,[1529],1,0.1,"[1523, 890, 896, 1779, 452, 596, 1519, 892, 603, 836]",10,1.0,1.0,0.0
275,[ 615  608  836  803 2886  616  843 2158  896 2152],"[894, 875, 2538, 312, 877, 2158, 603, 1182, 1002, 896]","[896, 2158]",2,10,0.2,"[894, 875, 2538, 312, 877, 603, 1182, 1002]",8,0.8,"[615, 608, 836, 803, 2886, 616, 843, 2152]",8,0.8,0.8,0.2
1866,[ 309  417  298  307  230  335  292  338 1520  803],"[1223, 1780, 298]",[298],1,3,0.1,"[1223, 1780]",2,0.2,"[309, 417, 307, 230, 335, 292, 338, 1520, 803]",9,0.9,0.6666666666666666,0.3333333333333333
1179,[ 966  333  186  168  151  279  181  174  342 3539],"[981, 186, 955, 201, 966, 3367, 1042]","[186, 966]",2,7,0.2,"[981, 955, 201, 3367, 1042]",5,0.5,"[333, 168, 151, 279, 181, 174, 342, 3539]",8,0.8,0.7142857142857143,0.2857142857142857
1162,[ 395 1921  109  995 1133  261  132  430  371  387],"[98, 395, 261, 1133, 1684, 104, 419]","[1133, 395, 261]",3,7,0.3,"[98, 1684, 104, 419]",4,0.4,"[1921, 109, 995, 132, 430, 371, 387]",7,0.7,0.5714285714285714,0.42857142857142855
13,[ 262 2177  252  460   80  253  118  737  453  116],"[152, 385, 126, 387, 391, 389, 384]",[],0,7,0.0,"[152, 385, 126, 387, 391, 389, 384]",7,0.7,"[262, 2177, 252, 460, 80, 253, 118, 737, 453, 116]",10,1.0,1.0,0.0
598,[ 744  467  255 1143  242  381  937  388  731  132],"[2364, 3865, 3387, 1412, 3715, 748]",[],0,6,0.0,"[2364, 3865, 3387, 1412, 3715, 748]",6,0.6,"[744, 467, 255, 1143, 242, 381, 937, 388, 731, 132]",10,1.0,1.0,0.0
938,[1393  402  168  271  176  498  184  274   65  341],"[488, 963, 1989, 568, 2099, 625]",[],0,6,0.0,"[488, 963, 1989, 568, 2099, 625]",6,0.6,"[1393, 402, 168, 271, 176, 498, 184, 274, 65, 341]",10,1.0,1.0,0.0
971,[ 360 1838  939 3458 3363 1067 1778 1903 1842 3692],"[1838, 1903, 3758, 4314, 264, 361, 3458, 360]","[360, 3458, 1838, 1903]",4,8,0.4,"[3758, 4314, 264, 361]",4,0.4,"[939, 3363, 1067, 1778, 1842, 3692]",6,0.6,0.5,0.5
296,[ 610 1193  611  348 1776  453 1826  452  892 1189],"[3036, 543, 348]",[348],1,3,0.1,"[3036, 543]",2,0.2,"[610, 1193, 611, 1776, 453, 1826, 452, 892, 1189]",9,0.9,0.6666666666666666,0.3333333333333333
1744,[ 209  210 1400 1392 1406 2167 3763  228  205 4085],"[209, 1398, 4085, 1392, 2812, 4444, 4084, 1760, 210]","[1392, 209, 210, 4085]",4,9,0.4,"[1398, 2812, 4444, 4084, 1760]",5,0.5,"[1400, 1406, 2167, 3763, 228, 205]",6,0.6,0.5555555555555556,0.4444444444444444
1581,[  80  591  890 1333  896  930  312  532 1070  542],"[839, 808, 1478, 1109, 3772, 1811, 2114]",[],0,7,0.0,"[839, 808, 1478, 1109, 3772, 1811, 2114]",7,0.7,"[80, 591, 890, 1333, 896, 930, 312, 532, 1070, 542]",10,1.0,1.0,0.0
1578,[1798  395  933 4263 1488 2115 4300   84 3429 3995],"[84, 395, 1768, 1572, 4260, 4166, 933, 4482, 4263, 1643, 464]","[395, 84, 933, 4263]",4,11,0.4,"[1768, 1572, 4260, 4166, 4482, 1643, 464]",7,0.7,"[1798, 1488, 2115, 4300, 3429, 3995]",6,0.6,0.6363636363636364,0.36363636363636365
1252,[1199 1053   90   45  826 1921  544 2367   49 1315],"[1560, 1426, 3839, 710, 132, 995, 937]",[],0,7,0.0,"[1560, 1426, 3839, 710, 132, 995, 937]",7,0.7,"[1199, 1053, 90, 45, 826, 1921, 544, 2367, 49, 1315]",10,1.0,1.0,0.0
7,[1267 1393 1392 2066 1263 1259 1400 1401 1391 1788],"[211, 234, 208, 206, 217, 232]",[],0,6,0.0,"[211, 234, 208, 206, 217, 232]",6,0.6,"[1267, 1393, 1392, 2066, 1263, 1259, 1400, 1401, 1391, 1788]",10,1.0,1.0,0.0
541,[   8  484  525 1004  612  323  508  502  433 1009],"[17, 612, 2230]",[612],1,3,0.1,"[17, 2230]",2,0.2,"[8, 484, 525, 1004, 323, 508, 502, 433, 1009]",9,0.9,0.6666666666666666,0.3333333333333333
1602,[ 906  997  898 1419  710  620 2385  437  733 1668],"[997, 117, 3529, 827, 251, 132]",[997],1,6,0.1,"[117, 3529, 827, 251, 132]",5,0.5,"[906, 898, 1419, 710, 620, 2385, 437, 733, 1668]",9,0.9,0.8333333333333334,0.16666666666666666
1519,[1382  498   82  337  272  274  275  232  285  685],"[2005, 191, 1382, 1978]",[1382],1,4,0.1,"[2005, 191, 1978]",3,0.3,"[498, 82, 337, 272, 274, 275, 232, 285, 685]",9,0.9,0.75,0.25
215,[1056  309  482  175 1450  161  176 3347 2283  589],"[1344, 324, 2635, 544, 1045]",[],0,5,0.0,"[1344, 324, 2635, 544, 1045]",5,0.5,"[1056, 309, 482, 175, 1450, 161, 176, 3347, 2283, 589]",10,1.0,1.0,0.0
348,[900 118  80 906  82 125 970 114 103  88],"[1630, 125, 717, 41, 2148, 90, 2673, 970]","[970, 125]",2,8,0.2,"[1630, 717, 41, 2148, 90, 2673]",6,0.6,"[900, 118, 80, 906, 82, 114, 103, 88]",8,0.8,0.75,0.25
1048,[ 220 1247  649  707   93 1117   52   64  106  560],"[3462, 896, 2240, 2451, 3978, 651, 3002]",[],0,7,0.0,"[3462, 896, 2240, 2451, 3978, 651, 3002]",7,0.7,"[220, 1247, 649, 707, 93, 1117, 52, 64, 106, 560]",10,1.0,1.0,0.0
336,[ 395  718  467 2443  261 1673  251  926  460 1315],"[383, 3121, 370, 624, 1669]",[],0,5,0.0,"[383, 3121, 370, 624, 1669]",5,0.5,"[395, 718, 467, 2443, 261, 1673, 251, 926, 460, 1315]",10,1.0,1.0,0.0
1272,[ 239  545 1426 2969  388  386  131  620 2253  118],"[545, 1700, 247, 770, 772, 1556]",[545],1,6,0.1,"[1700, 247, 770, 772, 1556]",5,0.5,"[239, 1426, 2969, 388, 386, 131, 620, 2253, 118]",9,0.9,0.8333333333333334,0.16666666666666666
426,[1336  603  610  923 1520  599  612  446  596  896],"[315, 2852, 1520, 3476, 3474, 3028, 102, 1609, 3473]",[1520],1,9,0.1,"[315, 2852, 3476, 3474, 3028, 102, 1609, 3473]",8,0.8,"[1336, 603, 610, 923, 599, 612, 446, 596, 896]",9,0.9,0.8888888888888888,0.1111111111111111
1166,[ 191  104  230  181 1937 1790  420  184 2166  685],"[689, 104, 4422, 2932]",[104],1,4,0.1,"[689, 4422, 2932]",3,0.3,"[191, 230, 181, 1937, 1790, 420, 184, 2166, 685]",9,0.9,0.75,0.25
1173,[ 970   65  335  181 1645  137   87  121  156 1033],"[4282, 156, 1924, 4427, 3074, 1083, 706, 1597, 141, 97, 430, 63, 596]",[156],1,13,0.1,"[4282, 1924, 4427, 3074, 1083, 706, 1597, 141, 97, 430, 63, 596]",12,1.2,"[970, 65, 335, 181, 1645, 137, 87, 121, 1033]",9,0.9,0.9230769230769231,0.07692307692307693
76,[ 536 1665  531 1458 1823 1461 1233 1547  506  309],"[1463, 1468, 1466, 1458, 1025, 1461, 1456]","[1458, 1461]",2,7,0.2,"[1463, 1468, 1466, 1025, 1456]",5,0.5,"[536, 1665, 531, 1823, 1233, 1547, 506, 309]",8,0.8,0.7142857142857143,0.2857142857142857
316,[ 610 1189  106 2468 3938  705 2890  890 2478 1523],"[2478, 2156, 66, 2121, 228, 660, 164]",[2478],1,7,0.1,"[2156, 66, 2121, 228, 660, 164]",6,0.6,"[610, 1189, 106, 2468, 3938, 705, 2890, 890, 1523]",9,0.9,0.8571428571428571,0.14285714285714285
1732,[ 784  417  230 2089 1410  420  284  783   98  910],"[4317, 2017, 825, 1685]",[],0,4,0.0,"[4317, 2017, 825, 1685]",4,0.4,"[784, 417, 230, 2089, 1410, 420, 284, 783, 98, 910]",10,1.0,1.0,0.0
343,[1113 4285 2728  389  927 2161  460 3472 3388 1130],"[2957, 3191, 2260]",[],0,3,0.0,"[2957, 3191, 2260]",3,0.3,"[1113, 4285, 2728, 389, 927, 2161, 460, 3472, 3388, 1130]",10,1.0,1.0,0.0
421,[ 105  106  641 1252  970   54  651  368 2303  930],"[970, 1862, 58, 560, 346, 2810, 669]",[970],1,7,0.1,"[1862, 58, 560, 346, 2810, 669]",6,0.6,"[105, 106, 641, 1252, 54, 651, 368, 2303, 930]",9,0.9,0.8571428571428571,0.14285714285714285
715,[ 492  582  272  271  167  182  975  948 1930  422],"[1237, 495, 191, 2195, 962, 420, 3609, 3133, 965, 2864]",[],0,10,0.0,"[1237, 495, 191, 2195, 962, 420, 3609, 3133, 965, 2864]",10,1.0,"[492, 582, 272, 271, 167, 182, 975, 948, 1930, 422]",10,1.0,1.0,0.0
174,[1921  245  102  733 1164   88  757  970   41  544],"[324, 1921, 245]","[1921, 245]",2,3,0.2,[324],1,0.1,"[102, 733, 1164, 88, 757, 970, 41, 544]",8,0.8,0.3333333333333333,0.6666666666666666
257,[1252 1634   47  701  705  901  437  560 1864  758],"[2453, 1252, 2554, 694, 701, 2864, 82]","[1252, 701]",2,7,0.2,"[2453, 2554, 694, 2864, 82]",5,0.5,"[1634, 47, 705, 901, 437, 560, 1864, 758]",8,0.8,0.7142857142857143,0.2857142857142857
742,[ 635 1643 1634 2033 1996 2632  376 3399 1654  645],"[1637, 4070, 4068, 437, 702]",[],0,5,0.0,"[1637, 4070, 4068, 437, 702]",5,0.5,"[635, 1643, 1634, 2033, 1996, 2632, 376, 3399, 1654, 645]",10,1.0,1.0,0.0
1472,[ 681  295  960 2608  672 2643  180  341  402  952],"[498, 681, 2738, 962, 3261]",[681],1,5,0.1,"[498, 2738, 962, 3261]",4,0.4,"[295, 960, 2608, 672, 2643, 180, 341, 402, 952]",9,0.9,0.8,0.2
1718,[1959  371  381  110  826  109 3486  379 4425 1956],"[1075, 757, 454, 3957, 2147, 204, 113, 114]",[],0,8,0.0,"[1075, 757, 454, 3957, 2147, 204, 113, 114]",8,0.8,"[1959, 371, 381, 110, 826, 109, 3486, 379, 4425, 1956]",10,1.0,1.0,0.0
505,[ 928  744  939  726  620 2161 1523 2677  102  733],"[393, 1185, 2223, 1816, 1192, 2979, 1809, 437, 2677, 3102, 938, 113]",[2677],1,12,0.1,"[393, 1185, 2223, 1816, 1192, 2979, 1809, 437, 3102, 938, 113]",11,1.1,"[928, 744, 939, 726, 620, 2161, 1523, 102, 733]",9,0.9,0.9166666666666666,0.08333333333333333
567,[1315  329   45 1425 2704  245  912  723 1638  624],"[1628, 570, 251, 22, 1638, 1064, 2706, 3801, 2704, 2690, 329, 2039, 3272]","[2704, 329, 1638]",3,13,0.3,"[1628, 570, 251, 22, 1064, 2706, 3801, 2690, 2039, 3272]",10,1.0,"[1315, 45, 1425, 245, 912, 723, 624]",7,0.7,0.7692307692307693,0.23076923076923078
157,[1070  540 1306  395  381 1224  726  204  437 2477],"[426, 381, 2222, 2221, 1070]","[381, 1070]",2,5,0.2,"[426, 2222, 2221]",3,0.3,"[540, 1306, 395, 1224, 726, 204, 437, 2477]",8,0.8,0.6,0.4
289,[ 681  167  168 1628  218 2062  295  672 2740  419],"[925, 3015, 2739, 187, 168, 3016, 3013, 959]",[168],1,8,0.1,"[925, 3015, 2739, 187, 3016, 3013, 959]",7,0.7,"[681, 167, 1628, 218, 2062, 295, 672, 2740, 419]",9,0.9,0.875,0.125
368,[1758  509  892  312  630  299  593 1004  808  216],"[892, 312, 1234, 1013, 630]","[312, 892, 630]",3,5,0.3,"[1234, 1013]",2,0.2,"[1758, 509, 299, 593, 1004, 808, 216]",7,0.7,0.4,0.6
315,[1519 1520  836  616 2179 1004  609  886 1324  452],"[1011, 3]",[],0,2,0.0,"[1011, 3]",2,0.2,"[1519, 1520, 836, 616, 2179, 1004, 609, 886, 1324, 452]",10,1.0,1.0,0.0
1571,[ 309  512 1569  417 1458 1468 2469 3153  779 3294],"[779, 501, 2819, 1692, 518, 1034, 512, 1461, 505, 1874, 1693, 2798, 1468, 1694, 847]","[512, 779, 1468]",3,15,0.3,"[501, 2819, 1692, 518, 1034, 1461, 505, 1874, 1693, 2798, 1694, 847]",12,1.2,"[309, 1569, 417, 1458, 2469, 3153, 3294]",7,0.7,0.8,0.2
1853,[ 400 2402  876  970 1363 2989 2455 2366 1449  151],"[3812, 2455, 1336, 3081, 2123, 446, 614]",[2455],1,7,0.1,"[3812, 1336, 3081, 2123, 446, 614]",6,0.6,"[400, 2402, 876, 970, 1363, 2989, 2366, 1449, 151]",9,0.9,0.8571428571428571,0.14285714285714285
1695,[ 475  718  995  249  916 1801 1908  482  898  467],"[933, 2735, 482, 2969, 3282, 3463]",[482],1,6,0.1,"[933, 2735, 2969, 3282, 3463]",5,0.5,"[475, 718, 995, 249, 916, 1801, 1908, 898, 467]",9,0.9,0.8333333333333334,0.16666666666666666
1148,[ 583  191  491  411  336  686 2103 2693  168 1931],"[2695, 1714, 3840, 163]",[],0,4,0.0,"[2695, 1714, 3840, 163]",4,0.4,"[583, 191, 491, 411, 336, 686, 2103, 2693, 168, 1931]",10,1.0,1.0,0.0
1178,[ 530  102  207  593  896  612 1547  532  315   80],"[733, 1434, 615, 80, 1227, 605, 1879]",[80],1,7,0.1,"[733, 1434, 615, 1227, 605, 1879]",6,0.6,"[530, 102, 207, 593, 896, 612, 1547, 532, 315]",9,0.9,0.8571428571428571,0.14285714285714285
602,[ 312  515 1536  102  593  630  530  613  517  512],"[1543, 896, 312]",[312],1,3,0.1,"[1543, 896]",2,0.2,"[515, 1536, 102, 593, 630, 530, 613, 517, 512]",9,0.9,0.6666666666666666,0.3333333333333333
1738,[1983 2034 1064  245 2443  649  617 1164 3824 2690],"[3970, 2048, 2001, 922, 2831, 329, 86, 4310]",[],0,8,0.0,"[3970, 2048, 2001, 922, 2831, 329, 86, 4310]",8,0.8,"[1983, 2034, 1064, 245, 2443, 649, 617, 1164, 3824, 2690]",10,1.0,1.0,0.0
738,[1522  826  997  448  930  827  324  415  257  736],"[906, 628, 4064, 995, 998, 121, 2012, 448, 117, 987]",[448],1,10,0.1,"[906, 628, 4064, 995, 998, 121, 2012, 117, 987]",9,0.9,"[1522, 826, 997, 930, 827, 324, 415, 257, 736]",9,0.9,0.9,0.1
898,[ 734  621  323 1520 1523 1526 1781  318  545 1236],"[3904, 4185, 323, 631, 307, 4170]",[323],1,6,0.1,"[3904, 4185, 631, 307, 4170]",5,0.5,"[734, 621, 1520, 1523, 1526, 1781, 318, 545, 1236]",9,0.9,0.8333333333333334,0.16666666666666666
1098,[ 457  813 1297 1287  116 1280  364 2721  153 1282],"[1732, 4070, 1971, 4098, 3578, 140, 1496, 1970, 1424]",[],0,9,0.0,"[1732, 4070, 1971, 4098, 3578, 140, 1496, 1970, 1424]",9,0.9,"[457, 813, 1297, 1287, 116, 1280, 364, 2721, 153, 1282]",10,1.0,1.0,0.0
1367,[1995  995  251  249  784  255 1002  723 1064 1169],"[4112, 276, 2663, 255, 1171, 537, 1609, 902, 2348]",[255],1,9,0.1,"[4112, 276, 2663, 1171, 537, 1609, 902, 2348]",8,0.8,"[1995, 995, 251, 249, 784, 1002, 723, 1064, 1169]",9,0.9,0.8888888888888888,0.1111111111111111
1567,[1771  475 1105   80 1823 1810  370  620 2357 2529],"[2843, 4458, 2331, 1771, 3722, 471, 771, 118, 2847, 84, 480]",[1771],1,11,0.1,"[2843, 4458, 2331, 3722, 471, 771, 118, 2847, 84, 480]",10,1.0,"[475, 1105, 80, 1823, 1810, 370, 620, 2357, 2529]",9,0.9,0.9090909090909091,0.09090909090909091
1478,[  84 3192 1130  476 1141 3193 2938  989 3200  460],"[927, 1139, 70, 989, 2260, 4260, 3192]","[3192, 989]",2,7,0.2,"[927, 1139, 70, 2260, 4260]",5,0.5,"[84, 1130, 476, 1141, 3193, 2938, 3200, 460]",8,0.8,0.7142857142857143,0.2857142857142857
696,[ 509  504 1221  753  325 1543  208 2198  797   88],"[1278, 1682, 3593, 630, 2946]",[],0,5,0.0,"[1278, 1682, 3593, 630, 2946]",5,0.5,"[509, 504, 1221, 753, 325, 1543, 208, 2198, 797, 88]",10,1.0,1.0,0.0
422,[ 543  248 1634 1186  898  251 2425 2916 2110  437],"[3120, 1189, 90, 1995, 3466, 346]",[],0,6,0.0,"[3120, 1189, 90, 1995, 3466, 346]",6,0.6,"[543, 248, 1634, 1186, 898, 251, 2425, 2916, 2110, 437]",10,1.0,1.0,0.0
102,[ 613  299  890  896  609 1177 1170 1003  733  612],"[1756, 91, 444, 882, 613]",[613],1,5,0.1,"[1756, 91, 444, 882]",4,0.4,"[299, 890, 896, 609, 1177, 1170, 1003, 733, 612]",9,0.9,0.8,0.2
569,[ 115  346  937 1156 1828  121 1067 1481  381  108],"[252, 1122, 440, 3806]",[],0,4,0.0,"[252, 1122, 440, 3806]",4,0.4,"[115, 346, 937, 1156, 1828, 121, 1067, 1481, 381, 108]",10,1.0,1.0,0.0
1352,[537 437 898 386 101 370  57  49 694  53],"[906, 703, 2020, 3414, 437, 714]",[437],1,6,0.1,"[906, 703, 2020, 3414, 714]",5,0.5,"[537, 898, 386, 101, 370, 57, 49, 694, 53]",9,0.9,0.8333333333333334,0.16666666666666666
357,[ 153 1062 1297 3159 1288 1280 1068 1858 1853 1293],"[1055, 372, 1743, 37, 1054, 1058, 1473, 1478]",[],0,8,0.0,"[1055, 372, 1743, 37, 1054, 1058, 1473, 1478]",8,0.8,"[153, 1062, 1297, 3159, 1288, 1280, 1068, 1858, 1853, 1293]",10,1.0,1.0,0.0
913,[1062 3832  319  127 1061  509 1280  793 1059  372],"[330, 383, 1280, 695, 119, 2239, 719, 2253, 1663, 384, 785, 1466, 2032]",[1280],1,13,0.1,"[330, 383, 695, 119, 2239, 719, 2253, 1663, 384, 785, 1466, 2032]",12,1.2,"[1062, 3832, 319, 127, 1061, 509, 793, 1059, 372]",9,0.9,0.9230769230769231,0.07692307692307693
1133,[ 540 1306  744  545  323  335  734  504  808  116],"[923, 323, 753, 2477, 540]","[323, 540]",2,5,0.2,"[923, 753, 2477]",3,0.3,"[1306, 744, 545, 335, 734, 504, 808, 116]",8,0.8,0.6,0.4
1805,[ 298  784  711 2529 1761  733  338 1336 1221 2335],"[297, 2507, 2525, 90]",[],0,4,0.0,"[297, 2507, 2525, 90]",4,0.4,"[298, 784, 711, 2529, 1761, 733, 338, 1336, 1221, 2335]",10,1.0,1.0,0.0
861,[ 126  127  258  119  381  545 2421  388  392 1067],"[744, 620, 534, 726, 2576]",[],0,5,0.0,"[744, 620, 534, 726, 2576]",5,0.5,"[126, 127, 258, 119, 381, 545, 2421, 388, 392, 1067]",10,1.0,1.0,0.0
593,[ 718   49 2402   41 2878  915  664 2848  370 1624],"[2239, 220, 863, 3803, 657, 2203, 218, 3852]",[],0,8,0.0,"[2239, 220, 863, 3803, 657, 2203, 218, 3852]",8,0.8,"[718, 49, 2402, 41, 2878, 915, 664, 2848, 370, 1624]",10,1.0,1.0,0.0
850,[  38 1199   45 1141 3121   37  989  617   49  993],"[2242, 1861, 76, 2244]",[],0,4,0.0,"[2242, 1861, 76, 2244]",4,0.4,"[38, 1199, 45, 1141, 3121, 37, 989, 617, 49, 993]",10,1.0,1.0,0.0
498,[1117  101  659  333   54  649 1915  703  151  330],"[174, 1117, 1677, 959, 181, 336, 104]",[1117],1,7,0.1,"[174, 1677, 959, 181, 336, 104]",6,0.6,"[101, 659, 333, 54, 649, 1915, 703, 151, 330]",9,0.9,0.8571428571428571,0.14285714285714285
376,[ 417  337  685  309  420 2740 1628  345  297  672],"[698, 2990, 3323, 297, 3056, 218, 2853]",[297],1,7,0.1,"[698, 2990, 3323, 3056, 218, 2853]",6,0.6,"[417, 337, 685, 309, 420, 2740, 1628, 345, 672]",9,0.9,0.8571428571428571,0.14285714285714285
1555,[ 624 1682  718  370  618 1801 2175  723   49 1064],"[2788, 1323, 2174, 2393, 3236]",[],0,5,0.0,"[2788, 1323, 2174, 2393, 3236]",5,0.5,"[624, 1682, 718, 370, 618, 1801, 2175, 723, 49, 1064]",10,1.0,1.0,0.0
1342,[ 249  768  257 3074  725   89  343 1489   41 1156],"[1489, 2055, 1033, 3093, 2965, 2979, 440, 545]",[1489],1,8,0.1,"[2055, 1033, 3093, 2965, 2979, 440, 545]",7,0.7,"[249, 768, 257, 3074, 725, 89, 343, 41, 1156]",9,0.9,0.875,0.125
223,[ 109  717  937  386  549  384 2445  993  823 1679],"[1422, 736, 1683, 376, 995, 109, 2161]",[109],1,7,0.1,"[1422, 736, 1683, 376, 995, 2161]",6,0.6,"[717, 937, 386, 549, 384, 2445, 993, 823, 1679]",9,0.9,0.8571428571428571,0.14285714285714285
88,[ 655  296  210 2103  334  342 4084 1393  665 1628],"[1622, 1099, 1621]",[],0,3,0.0,"[1622, 1099, 1621]",3,0.3,"[655, 296, 210, 2103, 334, 342, 4084, 1393, 665, 1628]",10,1.0,1.0,0.0
496,[ 682  685 1019 3076  684  784  674 1813  793  420],"[3635, 284, 1692, 791, 3638, 675]",[],0,6,0.0,"[3635, 284, 1692, 791, 3638, 675]",6,0.6,"[682, 685, 1019, 3076, 684, 784, 674, 1813, 793, 420]",10,1.0,1.0,0.0
46,[1385  401 2304  343 1150  909 2108 3128  108  181],"[265, 127, 910, 985, 982]",[],0,5,0.0,"[265, 127, 910, 985, 982]",5,0.5,"[1385, 401, 2304, 343, 1150, 909, 2108, 3128, 108, 181]",10,1.0,1.0,0.0
1405,[ 733 1536  726 2109 1718  729  508  605 1667 1326],"[729, 554, 96, 540, 2027, 4158]",[729],1,6,0.1,"[554, 96, 540, 2027, 4158]",5,0.5,"[733, 1536, 726, 2109, 1718, 508, 605, 1667, 1326]",9,0.9,0.8333333333333334,0.16666666666666666
1748,[ 576  384  126 2529 2296  388 2446 3260 1281  823],"[2428, 252, 415, 2581, 3412, 2599]",[],0,6,0.0,"[2428, 252, 415, 2581, 3412, 2599]",6,0.6,"[576, 384, 126, 2529, 2296, 388, 2446, 3260, 1281, 823]",10,1.0,1.0,0.0
444,[ 415  118  438 1425  248  430  899  440  204  125],"[438, 1630, 994, 257, 114]",[438],1,5,0.1,"[1630, 994, 257, 114]",4,0.4,"[415, 118, 1425, 248, 430, 899, 440, 204, 125]",9,0.9,0.8,0.2
86,[1365 2209 1592  437  573 2213  966 2207  348 2212],"[930, 940, 1596, 1580, 637, 1581, 1592, 1583]",[1592],1,8,0.1,"[930, 940, 1596, 1580, 637, 1581, 1583]",7,0.7,"[1365, 2209, 437, 573, 2213, 966, 2207, 348, 2212]",9,0.9,0.875,0.125
273,[ 784  417  482 2789  910 1308  682 1780 2104 3567],"[440, 2944, 784, 678, 1601, 1099, 417, 2946, 2586, 2798, 2947]","[784, 417]",2,11,0.2,"[440, 2944, 678, 1601, 1099, 2946, 2586, 2798, 2947]",9,0.9,"[482, 2789, 910, 1308, 682, 1780, 2104, 3567]",8,0.8,0.8181818181818182,0.18181818181818182
614,[ 975  308  899  682 1221  784  176  722  420 1934],"[118, 899, 310, 3727, 2023, 2713, 975]","[899, 975]",2,7,0.2,"[118, 310, 3727, 2023, 2713]",5,0.5,"[308, 682, 1221, 784, 176, 722, 420, 1934]",8,0.8,0.7142857142857143,0.2857142857142857
662,[ 543  549  823 1634  558 2124 1009  437  126 4072],"[3940, 989, 543, 823, 3939, 3531, 3937, 635]","[823, 543]",2,8,0.2,"[3940, 989, 3939, 3531, 3937, 635]",6,0.6,"[549, 1634, 558, 2124, 1009, 437, 126, 4072]",8,0.8,0.75,0.25
1119,[ 733  460 3492  629  620  928 1333  731 2115 1607],"[3411, 1284, 1751, 234, 1798, 2115, 1523, 2220, 533, 1607, 2325]","[2115, 1607]",2,11,0.2,"[3411, 1284, 1751, 234, 1798, 1523, 2220, 533, 2325]",9,0.9,"[733, 460, 3492, 629, 620, 928, 1333, 731]",8,0.8,0.8181818181818182,0.18181818181818182
737,[ 581 1048 1385 1628  280  649   87   90   50  827],"[925, 970, 2822, 329]",[],0,4,0.0,"[925, 970, 2822, 329]",4,0.4,"[581, 1048, 1385, 1628, 280, 649, 87, 90, 50, 827]",10,1.0,1.0,0.0
423,[ 558 1360    5  707   20  394  701  552  562 1117],"[2774, 550, 1359, 912, 2938, 1346, 394, 18]",[394],1,8,0.1,"[2774, 550, 1359, 912, 2938, 1346, 18]",7,0.7,"[558, 1360, 5, 707, 20, 701, 552, 562, 1117]",9,0.9,0.875,0.125
390,[336  65 581 180 188 419  87  50 174 426],"[246, 1122, 82, 581, 686, 343]",[581],1,6,0.1,"[246, 1122, 82, 686, 343]",5,0.5,"[336, 65, 180, 188, 419, 87, 50, 174, 426]",9,0.9,0.8333333333333334,0.16666666666666666
1628,[683 610 307 309 975 825 684 923 341 204],"[1237, 304, 1158, 2285]",[],0,4,0.0,"[1237, 304, 1158, 2285]",4,0.4,"[683, 610, 307, 309, 975, 825, 684, 923, 341, 204]",10,1.0,1.0,0.0
499,[ 975  436  341  167  610  163  172  204 1382  173],"[975, 1104, 2694, 1937, 610]","[610, 975]",2,5,0.2,"[1104, 2694, 1937]",3,0.3,"[436, 341, 167, 163, 172, 204, 1382, 173]",8,0.8,0.6,0.4
