user,pred_ns,ground_truth,common_items,common_len,gt_len,common_len/K,not_in_pred,not_in_pred_len,not_in_pred_len/K,not_in_gt,not_in_gt_len,not_in_gt_len/K,not_in_pred/GT,common_len/GT
844,[2028 1059 1914 3464 1945 1515 3486 3819 3884 3308],"[1450, 529, 2464, 918, 1311, 1471, 1092, 1823, 3042, 2287, 372]",[],0,11,0.0,"[1450, 529, 2464, 918, 1311, 1471, 1092, 1823, 3042, 2287, 372]",11,1.1,"[2028, 1059, 1914, 3464, 1945, 1515, 3486, 3819, 3884, 3308]",10,1.0,1.0,0.0
134,[1528 2446  998 4307 1109 3906 3268 2040 1906 4430],"[2021, 75, 250, 1286]",[],0,4,0.0,"[2021, 75, 250, 1286]",4,0.4,"[1528, 2446, 998, 4307, 1109, 3906, 3268, 2040, 1906, 4430]",10,1.0,1.0,0.0
1257,[4383 2941 1274 2950 1544 2855 4110 1507  707  143],"[683, 343, 672, 3637, 1780, 1995]",[],0,6,0.0,"[683, 343, 672, 3637, 1780, 1995]",6,0.6,"[4383, 2941, 1274, 2950, 1544, 2855, 4110, 1507, 707, 143]",10,1.0,1.0,0.0
1132,[3193 2388 2082 1113 1235 4006 3214 3444 2379 1501],"[1811, 534, 890, 2352, 2152, 3879, 993, 590]",[],0,8,0.0,"[1811, 534, 890, 2352, 2152, 3879, 993, 590]",8,0.8,"[3193, 2388, 2082, 1113, 1235, 4006, 3214, 3444, 2379, 1501]",10,1.0,1.0,0.0
1617,[3510 1427 1333 3105  907 2804 1796 2797 4198  222],"[2059, 3351, 3251, 919, 946, 4478, 187, 141, 3706]",[],0,9,0.0,"[2059, 3351, 3251, 919, 946, 4478, 187, 141, 3706]",9,0.9,"[3510, 1427, 1333, 3105, 907, 2804, 1796, 2797, 4198, 222]",10,1.0,1.0,0.0
1198,[1661 1296 2855 1724 3692   84 2950 1456 2797 3554],"[125, 624, 2151, 993, 1828]",[],0,5,0.0,"[125, 624, 2151, 993, 1828]",5,0.5,"[1661, 1296, 2855, 1724, 3692, 84, 2950, 1456, 2797, 3554]",10,1.0,1.0,0.0
777,[4307  749 2625 3059 1390 2972 3172  462 4098  215],"[2110, 1794, 4117, 75]",[],0,4,0.0,"[2110, 1794, 4117, 75]",4,0.4,"[4307, 749, 2625, 3059, 1390, 2972, 3172, 462, 4098, 215]",10,1.0,1.0,0.0
130,[   6 3275 3256 2989 1693  374 2433 3128 1815 2583],"[1990, 1984, 1982, 324, 625]",[],0,5,0.0,"[1990, 1984, 1982, 324, 625]",5,0.5,"[6, 3275, 3256, 2989, 1693, 374, 2433, 3128, 1815, 2583]",10,1.0,1.0,0.0
1143,[ 446   32 4484 2226 3146 2350 1458 1367 1118  371],"[2224, 3780, 1488, 3783, 2496, 3429, 2073]",[],0,7,0.0,"[2224, 3780, 1488, 3783, 2496, 3429, 2073]",7,0.7,"[446, 32, 4484, 2226, 3146, 2350, 1458, 1367, 1118, 371]",10,1.0,1.0,0.0
375,[ 728 1195 3885 3200 2754 3099 4135 2353 4246 1790],"[452, 1656, 890, 1787, 3318]",[],0,5,0.0,"[452, 1656, 890, 1787, 3318]",5,0.5,"[728, 1195, 3885, 3200, 2754, 3099, 4135, 2353, 4246, 1790]",10,1.0,1.0,0.0
365,[4379 1285 2180 1906 2302 2236  503 4084 3110 4040],"[1928, 711, 202, 308, 191, 573]",[],0,6,0.0,"[1928, 711, 202, 308, 191, 573]",6,0.6,"[4379, 1285, 2180, 1906, 2302, 2236, 503, 4084, 3110, 4040]",10,1.0,1.0,0.0
1658,[4480 3920 3914 2985 1191  626 2150 4331 1967 3695],"[81, 1916, 1801, 1255, 339, 1206]",[],0,6,0.0,"[81, 1916, 1801, 1255, 339, 1206]",6,0.6,"[4480, 3920, 3914, 2985, 1191, 626, 2150, 4331, 1967, 3695]",10,1.0,1.0,0.0
1186,[1536  564 2919 2607 4374 2578  660 2651 1882 3852],"[589, 1391, 1898, 174, 960]",[],0,5,0.0,"[589, 1391, 1898, 174, 960]",5,0.5,"[1536, 564, 2919, 2607, 4374, 2578, 660, 2651, 1882, 3852]",10,1.0,1.0,0.0
642,[3204 2669 2660 1467 3746 2497 3361 4000  131 3091],"[581, 3766]",[],0,2,0.0,"[581, 3766]",2,0.2,"[3204, 2669, 2660, 1467, 3746, 2497, 3361, 4000, 131, 3091]",10,1.0,1.0,0.0
733,[4393 2500 3945  995   77 4411 1575  536 2702 3345],"[1450, 2836, 161, 162, 3004, 3104]",[],0,6,0.0,"[1450, 2836, 161, 162, 3004, 3104]",6,0.6,"[4393, 2500, 3945, 995, 77, 4411, 1575, 536, 2702, 3345]",10,1.0,1.0,0.0
1264,[3252 2770 1181   36 3763 4307 1151 2792 1125    2],[1529],[],0,1,0.0,[1529],1,0.1,"[3252, 2770, 1181, 36, 3763, 4307, 1151, 2792, 1125, 2]",10,1.0,1.0,0.0
275,[1369 2127 3125  484  399  262 1618 1887 2723 3065],"[894, 875, 2538, 312, 877, 2158, 603, 1182, 1002, 896]",[],0,10,0.0,"[894, 875, 2538, 312, 877, 2158, 603, 1182, 1002, 896]",10,1.0,"[1369, 2127, 3125, 484, 399, 262, 1618, 1887, 2723, 3065]",10,1.0,1.0,0.0
1866,[4154 1817 2855 4033 4237 2002  494 2723 3752  429],"[1223, 1780, 298]",[],0,3,0.0,"[1223, 1780, 298]",3,0.3,"[4154, 1817, 2855, 4033, 4237, 2002, 494, 2723, 3752, 429]",10,1.0,1.0,0.0
1179,[4122  292  549 2852 1496  620 2696 1497  900 3689],"[981, 186, 955, 201, 966, 3367, 1042]",[],0,7,0.0,"[981, 186, 955, 201, 966, 3367, 1042]",7,0.7,"[4122, 292, 549, 2852, 1496, 620, 2696, 1497, 900, 3689]",10,1.0,1.0,0.0
1162,[4465  659 4147  803   24 4360 1314 2577 4265 1413],"[98, 395, 261, 1133, 1684, 104, 419]",[],0,7,0.0,"[98, 395, 261, 1133, 1684, 104, 419]",7,0.7,"[4465, 659, 4147, 803, 24, 4360, 1314, 2577, 4265, 1413]",10,1.0,1.0,0.0
13,[1962 3021 2816 4312 2595  405  497   39   45 1064],"[152, 385, 126, 387, 391, 389, 384]",[],0,7,0.0,"[152, 385, 126, 387, 391, 389, 384]",7,0.7,"[1962, 3021, 2816, 4312, 2595, 405, 497, 39, 45, 1064]",10,1.0,1.0,0.0
598,[1336 3970 3670 2902 3061  752    0  104 1635 3051],"[2364, 3865, 3387, 1412, 3715, 748]",[],0,6,0.0,"[2364, 3865, 3387, 1412, 3715, 748]",6,0.6,"[1336, 3970, 3670, 2902, 3061, 752, 0, 104, 1635, 3051]",10,1.0,1.0,0.0
938,[1901 1555 3770 3701 2175 4017 2414 2644 2283  496],"[488, 963, 1989, 568, 2099, 625]",[],0,6,0.0,"[488, 963, 1989, 568, 2099, 625]",6,0.6,"[1901, 1555, 3770, 3701, 2175, 4017, 2414, 2644, 2283, 496]",10,1.0,1.0,0.0
971,[ 348 1827  152 3632 1764 3243 2332 2578 1456 1121],"[1838, 1903, 3758, 4314, 264, 361, 3458, 360]",[],0,8,0.0,"[1838, 1903, 3758, 4314, 264, 361, 3458, 360]",8,0.8,"[348, 1827, 152, 3632, 1764, 3243, 2332, 2578, 1456, 1121]",10,1.0,1.0,0.0
296,[1475 3089 2475 4183  473 1838  147 3191 2972   79],"[3036, 543, 348]",[],0,3,0.0,"[3036, 543, 348]",3,0.3,"[1475, 3089, 2475, 4183, 473, 1838, 147, 3191, 2972, 79]",10,1.0,1.0,0.0
1744,[3530 4480  716 1402  870 2556 1797 3385  551 2966],"[209, 1398, 4085, 1392, 2812, 4444, 4084, 1760, 210]",[],0,9,0.0,"[209, 1398, 4085, 1392, 2812, 4444, 4084, 1760, 210]",9,0.9,"[3530, 4480, 716, 1402, 870, 2556, 1797, 3385, 551, 2966]",10,1.0,1.0,0.0
1581,[3878  587 3008 1913 3006  965 2118 1605 1604 4485],"[839, 808, 1478, 1109, 3772, 1811, 2114]",[],0,7,0.0,"[839, 808, 1478, 1109, 3772, 1811, 2114]",7,0.7,"[3878, 587, 3008, 1913, 3006, 965, 2118, 1605, 1604, 4485]",10,1.0,1.0,0.0
1578,[4260 4317 1948  254 2345 3155 2897 3933 3249 3984],"[84, 395, 1768, 1572, 4260, 4166, 933, 4482, 4263, 1643, 464]",[4260],1,11,0.1,"[84, 395, 1768, 1572, 4166, 933, 4482, 4263, 1643, 464]",10,1.0,"[4317, 1948, 254, 2345, 3155, 2897, 3933, 3249, 3984]",9,0.9,0.9090909090909091,0.09090909090909091
1252,[2373 1328 4443 3159 3759  604 1866 3726 3138 4001],"[1560, 1426, 3839, 710, 132, 995, 937]",[],0,7,0.0,"[1560, 1426, 3839, 710, 132, 995, 937]",7,0.7,"[2373, 1328, 4443, 3159, 3759, 604, 1866, 3726, 3138, 4001]",10,1.0,1.0,0.0
7,[ 341  852 1938 2563 2587 2889 4055 1180 4199 1827],"[211, 234, 208, 206, 217, 232]",[],0,6,0.0,"[211, 234, 208, 206, 217, 232]",6,0.6,"[341, 852, 1938, 2563, 2587, 2889, 4055, 1180, 4199, 1827]",10,1.0,1.0,0.0
541,[ 877 3100 3748 2766  875  897  542 2033 3542 3119],"[17, 612, 2230]",[],0,3,0.0,"[17, 612, 2230]",3,0.3,"[877, 3100, 3748, 2766, 875, 897, 542, 2033, 3542, 3119]",10,1.0,1.0,0.0
1602,[3469 3778 3107 2892 2990 1292  208 4317  177  570],"[997, 117, 3529, 827, 251, 132]",[],0,6,0.0,"[997, 117, 3529, 827, 251, 132]",6,0.6,"[3469, 3778, 3107, 2892, 2990, 1292, 208, 4317, 177, 570]",10,1.0,1.0,0.0
1519,[ 757   72 1334 3412 4138 1180  219 2497  485  894],"[2005, 191, 1382, 1978]",[],0,4,0.0,"[2005, 191, 1382, 1978]",4,0.4,"[757, 72, 1334, 3412, 4138, 1180, 219, 2497, 485, 894]",10,1.0,1.0,0.0
215,[4460 3170  424 3123 2752 4241 1460 2342 2151 3883],"[1344, 324, 2635, 544, 1045]",[],0,5,0.0,"[1344, 324, 2635, 544, 1045]",5,0.5,"[4460, 3170, 424, 3123, 2752, 4241, 1460, 2342, 2151, 3883]",10,1.0,1.0,0.0
348,[3894 3404 2585  571  626 1758 3748   86 1797 3920],"[1630, 125, 717, 41, 2148, 90, 2673, 970]",[],0,8,0.0,"[1630, 125, 717, 41, 2148, 90, 2673, 970]",8,0.8,"[3894, 3404, 2585, 571, 626, 1758, 3748, 86, 1797, 3920]",10,1.0,1.0,0.0
1048,[2763   54 2062 3412 3894 2322 1370 4384 1117  705],"[3462, 896, 2240, 2451, 3978, 651, 3002]",[],0,7,0.0,"[3462, 896, 2240, 2451, 3978, 651, 3002]",7,0.7,"[2763, 54, 2062, 3412, 3894, 2322, 1370, 4384, 1117, 705]",10,1.0,1.0,0.0
336,[4428 3805 1196  798 1203 4443  582 3927 4425 3200],"[383, 3121, 370, 624, 1669]",[],0,5,0.0,"[383, 3121, 370, 624, 1669]",5,0.5,"[4428, 3805, 1196, 798, 1203, 4443, 582, 3927, 4425, 3200]",10,1.0,1.0,0.0
1272,[2309 1651 1388 2746  819 2671 2868 3385  549 1839],"[545, 1700, 247, 770, 772, 1556]",[],0,6,0.0,"[545, 1700, 247, 770, 772, 1556]",6,0.6,"[2309, 1651, 1388, 2746, 819, 2671, 2868, 3385, 549, 1839]",10,1.0,1.0,0.0
426,[4171 1496 1715  578 4250 3585  908  567 2228 2421],"[315, 2852, 1520, 3476, 3474, 3028, 102, 1609, 3473]",[],0,9,0.0,"[315, 2852, 1520, 3476, 3474, 3028, 102, 1609, 3473]",9,0.9,"[4171, 1496, 1715, 578, 4250, 3585, 908, 567, 2228, 2421]",10,1.0,1.0,0.0
1166,[2081 1308 3998 3159  805  121 4426 1800  363  748],"[689, 104, 4422, 2932]",[],0,4,0.0,"[689, 104, 4422, 2932]",4,0.4,"[2081, 1308, 3998, 3159, 805, 121, 4426, 1800, 363, 748]",10,1.0,1.0,0.0
1173,[ 749   73 1402  296  702 1749 1535  845  748 2961],"[4282, 156, 1924, 4427, 3074, 1083, 706, 1597, 141, 97, 430, 63, 596]",[],0,13,0.0,"[4282, 156, 1924, 4427, 3074, 1083, 706, 1597, 141, 97, 430, 63, 596]",13,1.3,"[749, 73, 1402, 296, 702, 1749, 1535, 845, 748, 2961]",10,1.0,1.0,0.0
76,[3839 4393 2784 1953  976  243 2161  444 3022 1087],"[1463, 1468, 1466, 1458, 1025, 1461, 1456]",[],0,7,0.0,"[1463, 1468, 1466, 1458, 1025, 1461, 1456]",7,0.7,"[3839, 4393, 2784, 1953, 976, 243, 2161, 444, 3022, 1087]",10,1.0,1.0,0.0
316,[ 578  669 3463 1794 2390    1  896 1845  450  593],"[2478, 2156, 66, 2121, 228, 660, 164]",[],0,7,0.0,"[2478, 2156, 66, 2121, 228, 660, 164]",7,0.7,"[578, 669, 3463, 1794, 2390, 1, 896, 1845, 450, 593]",10,1.0,1.0,0.0
1732,[ 222 1774 2077 1953 1605 2372 1355 4343  684 1046],"[4317, 2017, 825, 1685]",[],0,4,0.0,"[4317, 2017, 825, 1685]",4,0.4,"[222, 1774, 2077, 1953, 1605, 2372, 1355, 4343, 684, 1046]",10,1.0,1.0,0.0
343,[ 929 2534 3900 2655  924 4245 4032 1584 1551   12],"[2957, 3191, 2260]",[],0,3,0.0,"[2957, 3191, 2260]",3,0.3,"[929, 2534, 3900, 2655, 924, 4245, 4032, 1584, 1551, 12]",10,1.0,1.0,0.0
421,[ 138 1083 2237 2473 2197 4026 4271 1985 1124 2430],"[970, 1862, 58, 560, 346, 2810, 669]",[],0,7,0.0,"[970, 1862, 58, 560, 346, 2810, 669]",7,0.7,"[138, 1083, 2237, 2473, 2197, 4026, 4271, 1985, 1124, 2430]",10,1.0,1.0,0.0
715,[2299 3748  843  689  224 3719 2372 2641  963  507],"[1237, 495, 191, 2195, 962, 420, 3609, 3133, 965, 2864]",[],0,10,0.0,"[1237, 495, 191, 2195, 962, 420, 3609, 3133, 965, 2864]",10,1.0,"[2299, 3748, 843, 689, 224, 3719, 2372, 2641, 963, 507]",10,1.0,1.0,0.0
174,[1340  911 1209  506 4217  939 1727  507 2507 1732],"[324, 1921, 245]",[],0,3,0.0,"[324, 1921, 245]",3,0.3,"[1340, 911, 1209, 506, 4217, 939, 1727, 507, 2507, 1732]",10,1.0,1.0,0.0
257,[ 447 3887 1340 4347 1087 3634  684  442 3978 1854],"[2453, 1252, 2554, 694, 701, 2864, 82]",[],0,7,0.0,"[2453, 1252, 2554, 694, 701, 2864, 82]",7,0.7,"[447, 3887, 1340, 4347, 1087, 3634, 684, 442, 3978, 1854]",10,1.0,1.0,0.0
742,[1883 2255 4122 4274  751 1776 2130 3840 3704  964],"[1637, 4070, 4068, 437, 702]",[],0,5,0.0,"[1637, 4070, 4068, 437, 702]",5,0.5,"[1883, 2255, 4122, 4274, 751, 1776, 2130, 3840, 3704, 964]",10,1.0,1.0,0.0
1472,[2950 3587  392  881 2302 2341  632  299  349 3120],"[498, 681, 2738, 962, 3261]",[],0,5,0.0,"[498, 681, 2738, 962, 3261]",5,0.5,"[2950, 3587, 392, 881, 2302, 2341, 632, 299, 349, 3120]",10,1.0,1.0,0.0
1718,[1883 1839  642 1300 3448 1172  690  732  749 4046],"[1075, 757, 454, 3957, 2147, 204, 113, 114]",[],0,8,0.0,"[1075, 757, 454, 3957, 2147, 204, 113, 114]",8,0.8,"[1883, 1839, 642, 1300, 3448, 1172, 690, 732, 749, 4046]",10,1.0,1.0,0.0
505,[1402 1328 1287  890 1424 2727 4187 4414 2205  756],"[393, 1185, 2223, 1816, 1192, 2979, 1809, 437, 2677, 3102, 938, 113]",[],0,12,0.0,"[393, 1185, 2223, 1816, 1192, 2979, 1809, 437, 2677, 3102, 938, 113]",12,1.2,"[1402, 1328, 1287, 890, 1424, 2727, 4187, 4414, 2205, 756]",10,1.0,1.0,0.0
567,[2819  149 1556  235 1452 3927 2239 3586  444 2439],"[1628, 570, 251, 22, 1638, 1064, 2706, 3801, 2704, 2690, 329, 2039, 3272]",[],0,13,0.0,"[1628, 570, 251, 22, 1638, 1064, 2706, 3801, 2704, 2690, 329, 2039, 3272]",13,1.3,"[2819, 149, 1556, 235, 1452, 3927, 2239, 3586, 444, 2439]",10,1.0,1.0,0.0
157,[ 706   84 2251 4373 1430 2985 2195 1598 2130  666],"[426, 381, 2222, 2221, 1070]",[],0,5,0.0,"[426, 381, 2222, 2221, 1070]",5,0.5,"[706, 84, 2251, 4373, 1430, 2985, 2195, 1598, 2130, 666]",10,1.0,1.0,0.0
289,[1863 2891 3291 2458 1338  562 4033 4059 2693 3117],"[925, 3015, 2739, 187, 168, 3016, 3013, 959]",[],0,8,0.0,"[925, 3015, 2739, 187, 168, 3016, 3013, 959]",8,0.8,"[1863, 2891, 3291, 2458, 1338, 562, 4033, 4059, 2693, 3117]",10,1.0,1.0,0.0
368,[ 967 2695 3728 4183   60 1827 2409 2625 2871 4271],"[892, 312, 1234, 1013, 630]",[],0,5,0.0,"[892, 312, 1234, 1013, 630]",5,0.5,"[967, 2695, 3728, 4183, 60, 1827, 2409, 2625, 2871, 4271]",10,1.0,1.0,0.0
315,[3669 1324 1138 2749 3692 1036 1199 3706 3942 2913],"[1011, 3]",[],0,2,0.0,"[1011, 3]",2,0.2,"[3669, 1324, 1138, 2749, 3692, 1036, 1199, 3706, 3942, 2913]",10,1.0,1.0,0.0
1571,[3948 2181  610 3428  832 2295  123 1883  258 2583],"[779, 501, 2819, 1692, 518, 1034, 512, 1461, 505, 1874, 1693, 2798, 1468, 1694, 847]",[],0,15,0.0,"[779, 501, 2819, 1692, 518, 1034, 512, 1461, 505, 1874, 1693, 2798, 1468, 1694, 847]",15,1.5,"[3948, 2181, 610, 3428, 832, 2295, 123, 1883, 258, 2583]",10,1.0,1.0,0.0
1853,[3887  472 1220 1878 1898 1221 1448  583 2466 2769],"[3812, 2455, 1336, 3081, 2123, 446, 614]",[],0,7,0.0,"[3812, 2455, 1336, 3081, 2123, 446, 614]",7,0.7,"[3887, 472, 1220, 1878, 1898, 1221, 1448, 583, 2466, 2769]",10,1.0,1.0,0.0
1695,[2997  138  763 1496 1754 2932 3773 3951 2657  749],"[933, 2735, 482, 2969, 3282, 3463]",[],0,6,0.0,"[933, 2735, 482, 2969, 3282, 3463]",6,0.6,"[2997, 138, 763, 1496, 1754, 2932, 3773, 3951, 2657, 749]",10,1.0,1.0,0.0
1148,[ 141 2745 3541 2156 2023   72 3850 1866 2167  868],"[2695, 1714, 3840, 163]",[],0,4,0.0,"[2695, 1714, 3840, 163]",4,0.4,"[141, 2745, 3541, 2156, 2023, 72, 3850, 1866, 2167, 868]",10,1.0,1.0,0.0
1178,[ 877 1360 1335 2821  336 1388 1293  738 1901 2201],"[733, 1434, 615, 80, 1227, 605, 1879]",[],0,7,0.0,"[733, 1434, 615, 80, 1227, 605, 1879]",7,0.7,"[877, 1360, 1335, 2821, 336, 1388, 1293, 738, 1901, 2201]",10,1.0,1.0,0.0
602,[2749 3624 2530 2422 1574 1252 1843 1515 2091 1213],"[1543, 896, 312]",[],0,3,0.0,"[1543, 896, 312]",3,0.3,"[2749, 3624, 2530, 2422, 1574, 1252, 1843, 1515, 2091, 1213]",10,1.0,1.0,0.0
1738,[1883 1230 2526 3573 3850 4347 2008 1002 3981 4152],"[3970, 2048, 2001, 922, 2831, 329, 86, 4310]",[],0,8,0.0,"[3970, 2048, 2001, 922, 2831, 329, 86, 4310]",8,0.8,"[1883, 1230, 2526, 3573, 3850, 4347, 2008, 1002, 3981, 4152]",10,1.0,1.0,0.0
738,[4049 1108 1519 1119  482 2746 2462 4171 1238 2409],"[906, 628, 4064, 995, 998, 121, 2012, 448, 117, 987]",[],0,10,0.0,"[906, 628, 4064, 995, 998, 121, 2012, 448, 117, 987]",10,1.0,"[4049, 1108, 1519, 1119, 482, 2746, 2462, 4171, 1238, 2409]",10,1.0,1.0,0.0
898,[2341  938 1654 1137 1320 2555 2975 3856 4380 4159],"[3904, 4185, 323, 631, 307, 4170]",[],0,6,0.0,"[3904, 4185, 323, 631, 307, 4170]",6,0.6,"[2341, 938, 1654, 1137, 1320, 2555, 2975, 3856, 4380, 4159]",10,1.0,1.0,0.0
1098,[ 388 3044 3205 4272 3083 4412  875 4304 3412 2663],"[1732, 4070, 1971, 4098, 3578, 140, 1496, 1970, 1424]",[],0,9,0.0,"[1732, 4070, 1971, 4098, 3578, 140, 1496, 1970, 1424]",9,0.9,"[388, 3044, 3205, 4272, 3083, 4412, 875, 4304, 3412, 2663]",10,1.0,1.0,0.0
1367,[2253 2893 2078 1591 3023 3439 2709 3677 3800  989],"[4112, 276, 2663, 255, 1171, 537, 1609, 902, 2348]",[],0,9,0.0,"[4112, 276, 2663, 255, 1171, 537, 1609, 902, 2348]",9,0.9,"[2253, 2893, 2078, 1591, 3023, 3439, 2709, 3677, 3800, 989]",10,1.0,1.0,0.0
1567,[1225 1375 1632 4272 1393 4092 3788 1677  315  349],"[2843, 4458, 2331, 1771, 3722, 471, 771, 118, 2847, 84, 480]",[],0,11,0.0,"[2843, 4458, 2331, 1771, 3722, 471, 771, 118, 2847, 84, 480]",11,1.1,"[1225, 1375, 1632, 4272, 1393, 4092, 3788, 1677, 315, 349]",10,1.0,1.0,0.0
1478,[2250 2871 2791  249 2947 2704 1739 4196  182 2781],"[927, 1139, 70, 989, 2260, 4260, 3192]",[],0,7,0.0,"[927, 1139, 70, 989, 2260, 4260, 3192]",7,0.7,"[2250, 2871, 2791, 249, 2947, 2704, 1739, 4196, 182, 2781]",10,1.0,1.0,0.0
696,[ 707 4220 4156 4428 2687 1867 2640 2786 2040 4177],"[1278, 1682, 3593, 630, 2946]",[],0,5,0.0,"[1278, 1682, 3593, 630, 2946]",5,0.5,"[707, 4220, 4156, 4428, 2687, 1867, 2640, 2786, 2040, 4177]",10,1.0,1.0,0.0
422,[ 593 1313 3695 3165 1222 1515 3299 2167 3029  450],"[3120, 1189, 90, 1995, 3466, 346]",[],0,6,0.0,"[3120, 1189, 90, 1995, 3466, 346]",6,0.6,"[593, 1313, 3695, 3165, 1222, 1515, 3299, 2167, 3029, 450]",10,1.0,1.0,0.0
102,[1219 2781 2345 1136 2607 2616 1307 2978  964 2333],"[1756, 91, 444, 882, 613]",[],0,5,0.0,"[1756, 91, 444, 882, 613]",5,0.5,"[1219, 2781, 2345, 1136, 2607, 2616, 1307, 2978, 964, 2333]",10,1.0,1.0,0.0
569,[2665 2010 2913 1494 2483 3768  544 2282 3662 2888],"[252, 1122, 440, 3806]",[],0,4,0.0,"[252, 1122, 440, 3806]",4,0.4,"[2665, 2010, 2913, 1494, 2483, 3768, 544, 2282, 3662, 2888]",10,1.0,1.0,0.0
1352,[4335 3493 2309 2503 4354 4243 3010 3649 2160 4337],"[906, 703, 2020, 3414, 437, 714]",[],0,6,0.0,"[906, 703, 2020, 3414, 437, 714]",6,0.6,"[4335, 3493, 2309, 2503, 4354, 4243, 3010, 3649, 2160, 4337]",10,1.0,1.0,0.0
357,[ 357 4389  877 1633   33 2438 2060 2250  235 2752],"[1055, 372, 1743, 37, 1054, 1058, 1473, 1478]",[],0,8,0.0,"[1055, 372, 1743, 37, 1054, 1058, 1473, 1478]",8,0.8,"[357, 4389, 877, 1633, 33, 2438, 2060, 2250, 235, 2752]",10,1.0,1.0,0.0
913,[  55 1889 3086  161 3722 4272 3087  450 1603 3742],"[330, 383, 1280, 695, 119, 2239, 719, 2253, 1663, 384, 785, 1466, 2032]",[],0,13,0.0,"[330, 383, 1280, 695, 119, 2239, 719, 2253, 1663, 384, 785, 1466, 2032]",13,1.3,"[55, 1889, 3086, 161, 3722, 4272, 3087, 450, 1603, 3742]",10,1.0,1.0,0.0
1133,[4285 3534 3493 1698 1383 4420 4214 4348  557 3239],"[923, 323, 753, 2477, 540]",[],0,5,0.0,"[923, 323, 753, 2477, 540]",5,0.5,"[4285, 3534, 3493, 1698, 1383, 4420, 4214, 4348, 557, 3239]",10,1.0,1.0,0.0
1805,[3973 2954  659  642 3006 4029 3649 1852 1144 3512],"[297, 2507, 2525, 90]",[],0,4,0.0,"[297, 2507, 2525, 90]",4,0.4,"[3973, 2954, 659, 642, 3006, 4029, 3649, 1852, 1144, 3512]",10,1.0,1.0,0.0
861,[1192 1050   27 2199 2325 3131 2128  990 3109  890],"[744, 620, 534, 726, 2576]",[],0,5,0.0,"[744, 620, 534, 726, 2576]",5,0.5,"[1192, 1050, 27, 2199, 2325, 3131, 2128, 990, 3109, 890]",10,1.0,1.0,0.0
593,[2876  444 3090 1844 3359 2236  292  440 1625  681],"[2239, 220, 863, 3803, 657, 2203, 218, 3852]",[],0,8,0.0,"[2239, 220, 863, 3803, 657, 2203, 218, 3852]",8,0.8,"[2876, 444, 3090, 1844, 3359, 2236, 292, 440, 1625, 681]",10,1.0,1.0,0.0
850,[1528 2443 4307  995 3172  444 1923 3200  251  931],"[2242, 1861, 76, 2244]",[],0,4,0.0,"[2242, 1861, 76, 2244]",4,0.4,"[1528, 2443, 4307, 995, 3172, 444, 1923, 3200, 251, 931]",10,1.0,1.0,0.0
498,[1517 4389 4028  990 1266 3810 4307 4306  359 2096],"[174, 1117, 1677, 959, 181, 336, 104]",[],0,7,0.0,"[174, 1117, 1677, 959, 181, 336, 104]",7,0.7,"[1517, 4389, 4028, 990, 1266, 3810, 4307, 4306, 359, 2096]",10,1.0,1.0,0.0
376,[ 343 3125 1874   29   49 1600 3513 2383  333 2212],"[698, 2990, 3323, 297, 3056, 218, 2853]",[],0,7,0.0,"[698, 2990, 3323, 297, 3056, 218, 2853]",7,0.7,"[343, 3125, 1874, 29, 49, 1600, 3513, 2383, 333, 2212]",10,1.0,1.0,0.0
1555,[1148 2390 4474 1195 2772 1738 1263 2272 3025  377],"[2788, 1323, 2174, 2393, 3236]",[],0,5,0.0,"[2788, 1323, 2174, 2393, 3236]",5,0.5,"[1148, 2390, 4474, 1195, 2772, 1738, 1263, 2272, 3025, 377]",10,1.0,1.0,0.0
1342,[4049 4241 1951 1785  255 3836 1998 3971 2020 2959],"[1489, 2055, 1033, 3093, 2965, 2979, 440, 545]",[],0,8,0.0,"[1489, 2055, 1033, 3093, 2965, 2979, 440, 545]",8,0.8,"[4049, 4241, 1951, 1785, 255, 3836, 1998, 3971, 2020, 2959]",10,1.0,1.0,0.0
223,[2693 2482  696  707  832  505 1254  797 2547 1135],"[1422, 736, 1683, 376, 995, 109, 2161]",[],0,7,0.0,"[1422, 736, 1683, 376, 995, 109, 2161]",7,0.7,"[2693, 2482, 696, 707, 832, 505, 1254, 797, 2547, 1135]",10,1.0,1.0,0.0
88,[2096 1691 3475 3689  749 1797  146 1246 4213 4083],"[1622, 1099, 1621]",[],0,3,0.0,"[1622, 1099, 1621]",3,0.3,"[2096, 1691, 3475, 3689, 749, 1797, 146, 1246, 4213, 4083]",10,1.0,1.0,0.0
496,[3672 4393 1207 3503 1423 2326 1067 2237 4230 3391],"[3635, 284, 1692, 791, 3638, 675]",[],0,6,0.0,"[3635, 284, 1692, 791, 3638, 675]",6,0.6,"[3672, 4393, 1207, 3503, 1423, 2326, 1067, 2237, 4230, 3391]",10,1.0,1.0,0.0
46,[1782 3218 3070 3099   67  278 1195 4353 1208 1435],"[265, 127, 910, 985, 982]",[],0,5,0.0,"[265, 127, 910, 985, 982]",5,0.5,"[1782, 3218, 3070, 3099, 67, 278, 1195, 4353, 1208, 1435]",10,1.0,1.0,0.0
